mean,regionname,state
171324.09375,Pleasant View,UT
74948.1953125,Amherst,NH
360301.5625,Capitola,CA
144295.1875,Pikesville,MD
166888.75,Orchard Homes,MT
67730.921875,Steelton,PA
23519.6796875,Milan,IN
54069.4765625,West End,NY
96351.40625,Jefferson,NY
87330.5234375,Norristown,PA
55079.1171875,Hernando Beach,FL
138933.734375,Earl Township,PA
61506.0234375,South Charleston,WV
123420.484375,Flat Rock,NC
90622.0859375,Yeehaw Junction,FL
53327.3085938,Rialto,CA
33165.4609375,Summit Hill,PA
26408.4335938,Clay,NY
92248.9921875,Milan,NH
227621.28125,Portsmouth,RI
208028.515625,Town of Litchfield,CT
110216.0625,Waverly,NE
97091.96875,Flying Hills,PA
72995.1796875,Village Green,NY
122215.257812,Stayton,OR
114625.703125,Palm Coast,FL
129812.851562,Derry,NH
105330.117188,Rye,CO
214543.78125,Maple Valley,WA
307499.96875,Pleasant Hill,CA
70107.6328125,Oneida,NY
227393.578125,Northbrook,IL
150326.5,Stoddard,NH
75351.0078125,Friendswood,TX
59888.7539062,Oxford,IN
438775.1875,Town of Mamaroneck,NY
177191.5625,North Stonington,CT
213734.53125,Port Hueneme,CA
97630.1171875,Asheboro,NC
113293.976562,Anderson,CA
170698.796875,Mountain Brook,AL
141418.078125,Eyota,MN
49997.1875,Butler Township,PA
36430.5234375,Butlerville,IN
189985.140625,Jacksonville Beach,FL
113768.671875,Golden Glades,FL
70882.328125,Nashville,MI
54359.0351562,Royal Center,IN
118167.875,Niceville,FL
27554.6191406,Wewahitchka,FL
245018.078125,Bethany,CT
200202.015625,FlorenceGraham,CA
158656.625,Upper Arlington,OH
80973.8984375,Moses Lake,WA
208602.8125,Brinckerhoff,NY
129990.765625,Washington,UT
105116.0625,Hialeah Gardens,FL
77356.2265625,Parks Township,PA
128597.992188,Town of Colonie,NY
93626.1015625,Round Lake Beach,IL
77940.9609375,Martinez,GA
90068.2734375,Melrose,FL
100182.734375,Monroe,OH
44653.4140625,Maidencreek Township,PA
150643.375,Montgomery Village,MD
87533.3359375,Lagrange,IN
149244.171875,Cornelius,OR
59596.7890625,Caroga,NY
272062.65625,Blue Bell,PA
114201.203125,Bennett,CO
329485.0625,Middleburg,VA
369931.625,Redding,CT
131802.8125,Bay Village,OH
100075.5,Troy,NY
171786.34375,Moultonborough,NH
190273.5,Yardley,PA
67861.84375,Clarksville,TN
160847.390625,Lower Nazareth Township,PA
52918.875,Crooksville,OH
92550.6015625,Woodfin,NC
70608.8359375,Jackson,CA
245522.890625,Long Branch,NJ
129762.25,Mankato,MN
408163.03125,Needham,MA
225351.8125,Bristow,VA
113615.664062,Hawthorne,CA
12825.3007812,Ashland,KY
309638.625,Seattle,WA
143865.46875,Worcester,MA
76822.890625,Orange City,FL
250842.5625,Freeport,NY
240462.25,North Hampton,NH
19874.296875,North Union Township,PA
138156.21875,Lely Resort,FL
71581.125,Pleasant Grove,AL
50472.2890625,Peru,IN
128324.5,Ocean Park,WA
25592.3691406,Soap Lake,WA
91527.3125,Mentone,CA
177615.65625,Clinton,CT
559600.75,Pacific Grove,CA
34720.0820312,Sheridan,OR
218547.390625,Indio,CA
152848.1875,New Smyrna Beach,FL
67640.5625,New Kent,VA
28283.1328125,Town of Sandy Creek,NY
69351.8046875,Clarkston,GA
128544.976562,Ely,MN
107332.125,Copley,OH
74687.953125,Tipton,IN
67705.21875,Colesville,NY
64763.0507812,Barton,NY
797162.875,Beverly Hills,CA
19680.3203125,Rushford,NY
105370.28125,Olin,NC
136289.953125,Cumberland Head,NY
116373.492188,Rio,FL
135785.140625,Putnam,CT
158889.15625,Upper Providence Township,PA
92455.421875,Northwest Harborcreek,PA
70756.2265625,Northbrook,OH
23196.3847656,Winder,GA
42504.015625,Ringgold,VA
272971.09375,White Post,VA
111524.898438,Safety Harbor,FL
113406.023438,Monroe,VA
118660.640625,Star,ID
159083.53125,Dudley,MA
67009.234375,Taft,CA
79962.25,Highland Heights,KY
118852.210938,Ashford,WA
26824.9003906,Mabton,WA
139739.359375,Granger,IN
154382.734375,Auburn,WA
55847.7929688,Cayuga,IN
57320.0820312,New Brunswick,NJ
174689.953125,New Hanover,PA
51495.5820312,Pomona Park,FL
101186.34375,Crestwood,IL
162244.171875,Walton Park,NY
83300.8046875,Merritt Island,FL
28715.6621094,North Bethlehem Township,PA
52483.1328125,Logansport,IN
201034.140625,Volcano,CA
157839.765625,Cathedral City,CA
52716.8671875,Auburndale,FL
93971.484375,Sophia,NC
100016.0625,Shaler Township,PA
49639.359375,Springhill,PA
203068.671875,Lanai City,HI
145873.890625,Boscawen,NH
349601.09375,Morro Bay,CA
162115.65625,Lathrop,CA
106297.1875,Lake Mary,FL
443168.4375,Rye Brook,NY
146762.25,Kirkwood,MO
186003.21875,Littleton,CO
174722.484375,Bow,NH
140996.390625,Tillson,NY
76810.4453125,Elsberry,MO
313490.625,East Quogue,NY
223831.328125,South Miami,FL
68551.0078125,Bedminster,PA
176008.4375,Farmington,CT
59284.7382812,University,FL
54493.171875,Henry,VA
54126.1054688,Granby,CO
84414.4609375,Zebulon,NC
101927.3125,Grosse Ile,MI
62231.7265625,Rock Island,IL
88154.6171875,South Euclid,OH
457734.0,Daly City,CA
220913.65625,National City,CA
48195.984375,North Whitehall Township,PA
194114.0625,Beekman,NY
236923.6875,Middletown,RI
111675.90625,Brownsburg,IN
124450.601562,Lago Vista,TX
322759.90625,Pauma Valley,CA
79015.6640625,Garden City,KS
96332.53125,Metairie,LA
73579.921875,Murray,KY
197095.578125,Prospect,CT
191516.46875,Sterling,MA
86567.46875,Bastrop,TX
167613.65625,Hubbardston,MA
71115.2578125,Burton,SC
151904.8125,Madison Lake,MN
58053.4140625,South Houston,TX
103189.960938,Longwood,FL
232946.984375,Atkinson,NH
152850.203125,Clay Township,PA
148585.9375,Pittsboro,NC
327013.5625,Highland Beach,FL
31356.2246094,Sanford,MI
17062.2480469,Oakwood,PA
319541.40625,Town of Boxford,MA
25868.2734375,Radcliff,KY
62142.1679688,Saint Albans,WV
107111.648438,Hampton Township,PA
131777.109375,Bayou Vista,TX
193848.1875,Mendota Heights,MN
375943.125,Ojai,CA
24285.140625,Bradner,OH
253840.5625,Mount Arlington,NJ
191854.21875,Jefferson Township,NJ
59807.2304688,Francesville,IN
53432.53125,Hill 'n Dale,FL
131995.1875,Lomita,CA
146715.265625,Walden,NY
123678.71875,Homewood,AL
117381.523438,Reisterstown,MD
582837.1875,Moss Beach,CA
129032.929688,Elk,WA
117992.367188,Bern Township,PA
142133.328125,Payson,AZ
97392.3671875,Bakersfield,CA
93642.96875,Allentown,PA
300004.8125,Camarillo,CA
65480.3203125,Thomson,GA
150838.15625,Ansonia,CT
27104.8183594,Lake Magdalene,FL
54311.6484375,Locust Grove,OK
69942.5703125,Lamont,CA
77892.7734375,Columbia,PA
142465.46875,Caswell Beach,NC
66860.640625,Gilpin Township,PA
343040.0,Norwell,MA
104349.796875,Belews Creek,NC
192801.609375,Middletown,NJ
26403.2128906,Wewoka,OK
37413.65625,Valparaiso,IN
98633.3359375,Danville,IN
188360.640625,Glen Ellyn,IL
47691.96875,Moreno Valley,CA
95306.0234375,Fayetteville,AR
44699.1953125,Wellston,OH
113728.515625,Derby,CO
98810.84375,Burdett,NY
127231.328125,Shelby Township,MI
115844.179688,Town of Duane,NY
174932.125,Amberley,OH
182863.859375,Town of Meredith,NH
116842.96875,Glen Rock,PA
87443.7734375,Town of Naples,NY
102117.265625,Phillipsburg,NJ
130805.625,McHenry,IL
57995.5820312,Kingsport,TN
148726.5,Elk Grove Village,IL
40429.3164062,Kingsland,TX
218120.484375,El Dorado,CA
124230.523438,Madison,NH
65765.0625,Chester,NH
186604.421875,Camino,CA
28230.5214844,Olive Branch,MS
256504.015625,Inglewood,CA
101826.507812,Deerfield Beach,FL
27153.4140625,Heyburn,ID
59534.1367188,Grandview,IN
92666.6640625,Dallastown,PA
205223.6875,Dennis,MA
119088.351562,University Park,FL
143092.765625,Shorewood,IL
79032.53125,Arlington,OH
153589.5625,Franklin,CT
87318.875,Saint Cloud,FL
798068.75,Chilmark,MA
42985.9453125,Fitzwilliam,NH
53294.7773438,Monongahela,PA
75192.7734375,Mountain View,NC
247511.640625,Aiea,HI
20750.6015625,Shaker Heights,OH
108313.65625,Trussville,AL
57841.765625,Pasadena,TX
66791.5625,Bellefontaine Neighbors,MO
14932.9316406,Conyers,GA
252598.796875,Lake Forest Park,WA
132141.359375,Howell,MI
139561.84375,West Manheim,PA
75445.3828125,Chattanooga,TN
113387.148438,Troutville,VA
194759.03125,Stockbridge,MA
240789.953125,Chula Vista,CA
224513.65625,El Cajon,CA
131026.507812,Knox,NY
23728.5136719,Marianna,FL
90751.8046875,Lawsonville,NC
200474.296875,Kiowa,CO
60881.125,Malaga,WA
44237.75,Leechburg,PA
37389.5585938,Dillon,MT
148104.8125,Silver Lake,OH
131443.78125,Kenwood,OH
47961.8476562,Kansas City,KS
37490.7617188,Apple Creek,OH
53575.1015625,California,PA
143414.859375,Middleton,NH
256761.453125,Tybee Island,GA
175020.484375,Freehold Township,NJ
243295.578125,Rough and Ready,CA
50129.3164062,Burton,MI
126207.632812,Amity Township,PA
43289.15625,East Bethlehem Township,PA
100915.664062,Providence Forge,VA
150326.5,White Bear Lake,MN
942353.6875,Tiburon,CA
147606.421875,West Earl Township,PA
135904.8125,North Saint Paul,MN
73056.2265625,Patterson Township,PA
104023.695312,Norton,OH
120194.78125,Becket,MA
193984.34375,Elko New Market,MN
152213.65625,Holderness,NH
140324.90625,Lincoln Village,CA
68978.71875,North Tonawanda,NY
110245.78125,Cheney,WA
70486.34375,Palmerton,PA
278451.03125,Madison,CT
49707.2304688,Sugarcreek,PA
100657.828125,Otisco,NY
143041.765625,Welches,OR
254053.015625,Penn Valley,CA
142883.125,Quarryville,PA
67980.3203125,Lapel,IN
119054.21875,Greeley,CO
15954.2167969,Lauderhill,FL
21480.3203125,Eupora,MS
159755.828125,Port Ewen,NY
102415.257812,Harvard,IL
110495.984375,Weigelstown,PA
192938.546875,Huntsville,UT
74299.1953125,Fort Branch,IN
157818.875,Old Mystic,CT
191501.203125,Saratoga Springs,NY
100603.617188,Richmond Hill,GA
75676.3046875,Floodwood,MN
140494.78125,Rock Hill,MO
199624.09375,West Chester,PA
121068.671875,Danbury,NH
74124.09375,Fairburn,GA
323479.0,Milton,MA
152316.0625,Stafford,VA
51967.0664062,Paradise Township,PA
224185.546875,Foresthill,CA
57140.1601562,Velda Village,MO
252477.515625,Westborough,MA
335117.625,Novato,CA
115089.554688,Laingsburg,MI
242426.90625,Tinicum Township,PA
159098.796875,Sadsbury Township,PA
132628.109375,Tempe,AZ
136824.5,Leicester,NC
68202.40625,Dellwood,MO
173139.359375,Pasadena,MD
229545.375,Rockaway Township,NJ
29165.0605469,Troy,MO
49647.7929688,Combee Settlement,FL
18300.8027344,North Apollo,PA
90419.2734375,Montague,MI
87759.4375,Goshen,OH
147652.609375,Ignacio,CO
208394.375,Lower Salford Township,PA
248062.65625,Carson,CA
91206.0234375,Town of Otego,NY
78703.2109375,Mount Clemens,MI
48579.5195312,Kinloch,MO
49378.7148438,Town of Germantown,NY
95420.484375,Shalimar,FL
202797.984375,Santa Maria,CA
228105.625,Town of Sandwich,MA
171294.375,Chamblee,GA
119684.742188,Roy,UT
213373.09375,Harleysville,PA
82555.8203125,Bremen,OH
155024.5,Southport,NC
122444.578125,North Miami,FL
159377.515625,North Bay Village,FL
93543.375,Newfield,NY
123995.585938,Black Mountain,NC
161332.9375,Granite Falls,WA
58797.9921875,Town of Nunda,NY
141196.78125,Gloucester Point,VA
23742.5703125,Perry,IA
53044.1757812,Kittanning Township,PA
132327.3125,Cromwell,CT
149010.046875,Nazareth,PA
210605.625,Chelmsford,MA
193937.34375,Warrington,PA
95947.390625,Enon,OH
125685.539062,Naugatuck,CT
116696.789062,Glenville,NY
93180.7265625,Holland,OH
126034.9375,Farmington,MI
101005.21875,Stoutsville,OH
108695.585938,Sugar Hill,GA
264436.9375,Gig Harbor,WA
55564.6601562,Jennings,MO
291804.46875,Purcellville,VA
383255.84375,Siesta Key,FL
216689.5625,Coral Terrace,FL
65715.2578125,Canton,OH
89339.7578125,Pataskala,OH
197519.28125,Ocean Township,NJ
170285.546875,West Caln Township,PA
111083.132812,Cave Junction,OR
94695.5859375,College Station,TX
75451.8046875,Conway,PA
75230.921875,Yerington,NV
46685.5429688,Washington Township,PA
19918.0722656,Fairchance,PA
266294.78125,Atascadero,CA
174163.046875,Golden Valley,MN
134461.453125,Colton,CA
55087.953125,Rochester Township,PA
208269.078125,West Linn,OR
211104.421875,Woodland,CA
137362.65625,Franklin,WI
508353.9375,La Honda,CA
136639.359375,East Windsor,CT
43915.2617188,Emmaus,PA
155373.5,Addison,IL
25441.3652344,Minden,NY
74721.28125,Wilmington,NY
296124.53125,Ventura,CA
79237.75,Hemlock,MI
147542.171875,Kirtland,OH
711273.1875,Rye,NY
273981.5625,Ramona,CA
154868.671875,Davidson,NC
15028.9160156,Huntsville,TX
117267.46875,Smithville,MO
110871.085938,East York,PA
249630.921875,Ocean City,NJ
179744.984375,Lake Arrowhead,CA
145780.71875,Mariemont,OH
262826.5,Wilmette,IL
104492.773438,Dos Palos,CA
107255.820312,Morrow,OH
236714.859375,Moneta,VA
291889.125,Long Beach,CA
65948.9921875,Edgerton,OH
53248.1914062,East Deer Township,PA
43040.9648438,Seymour,IN
309020.09375,Oakland,CA
65804.8203125,JanPhyl Village,FL
69920.078125,Sutter Creek,CA
555076.4375,Redwood City,CA
69802.8125,Nottingham,NH
167443.375,Pacifica,CA
164194.375,Palmer Lake,CO
76827.7109375,Gladehill,VA
114508.03125,Pennville,PA
17825.3007812,Prattsburgh,NY
73526.90625,Ridge Manor,FL
69919.2734375,Springdale,AR
149358.234375,Griswold,CT
112971.085938,Spring Township,PA
34643.375,Lake Station,IN
87968.671875,Kaunakakai,HI
39794.7773438,Stowe Township,PA
334123.6875,Gilroy,CA
49471.484375,Muskegon Township,MI
87128.515625,Kentwood,MI
45631.3242188,Williamsville,NY
173188.75,Longmont,CO
81938.953125,North Lawrence,OH
34755.8242188,East Chicago,IN
143697.1875,Whitmore Lake,MI
204401.203125,Carver,MA
183149.0,Marlborough,CT
128862.648438,Kearns,UT
122675.90625,Commerce City,CO
95772.2890625,Bridgetown,OH
140416.0625,Town of Bristol,NH
93353.8125,Tyler,TX
155733.734375,South Windsor,CT
158782.328125,Saint Anthony,MN
125955.820312,East Missoula,MT
90891.5625,Goshen,IN
326610.8125,Los Angeles,CA
116067.875,Lillian,AL
24698.3945312,Statham,GA
144478.71875,Williamstown,NJ
28789.5585938,Angola on the Lake,NY
86372.6875,Shandaken,NY
82978.3125,La Crosse,WI
28359.0371094,Springfield Township,PA
43438.5546875,Springville,IN
142620.484375,Wellington,CO
169898.796875,Middle Island,NY
177831.328125,Captain Cook,HI
64954.21875,Hurst,TX
244621.6875,Lakeside,CA
187562.65625,West Milford,NJ
467283.40625,San Clemente,CA
67824.5,Cortland,NY
138326.5,State College,PA
71553.8125,Chillicothe,IL
202427.703125,Town of Bethel,CT
160552.609375,Fort Collins,CO
175506.03125,Manitou Springs,CO
118654.21875,Lake Wynonah,PA
191667.875,Town of Bridgewater,MA
139240.15625,Newman Lake,WA
241386.75,Franconia,VA
363713.75,Rye,NH
84224.09375,Appleton,WI
179789.15625,Avon,CT
86274.296875,San Leon,TX
86565.8671875,Painesville,OH
21927.7109375,Summer Shade,KY
254391.5625,Beverly,MA
79518.4765625,Gibsonton,FL
135982.328125,Twinsburg,OH
52925.703125,South Haven Township,MI
847074.4375,Palo Alto,CA
89817.671875,La Vergne,TN
44771.0859375,Oak Park,IN
71019.6796875,Port Richey,FL
21648.9960938,Bloomingdale,GA
41241.765625,Flint,MI
56657.4296875,Ionia,MI
96030.921875,Perth,NY
64439.359375,Flora,IN
169469.078125,Rocky Point,NY
118328.914062,Monclova,OH
75581.9296875,Amissville,VA
76898.796875,Klamath Falls,OR
215159.84375,Rockland,MA
36363.8554688,Thornville,OH
14514.0566406,Shreveport,LA
243538.953125,Madeira Beach,FL
35428.1132812,Cambria,NY
129731.726562,Akron,PA
97892.7734375,Pen Argyl,PA
67517.671875,Lake City,FL
285410.09375,Town of Sharon,MA
122614.054688,Perry,OH
22900.0,Canton Township,PA
101086.75,Clinton Township,MI
89625.3046875,Reynoldsburg,OH
159685.140625,Washingtonville,NY
107954.21875,Neshannock Township,PA
100591.96875,Saint Petersburg,FL
495973.90625,Rancho Palos Verdes,CA
133735.34375,Oak Park Heights,MN
132329.3125,Town of Greenfield,MA
109086.75,East Caln Township,PA
205353.015625,North Haven,CT
77254.21875,East Highland Park,VA
107570.28125,Mckean Township,PA
112412.453125,Yulee,FL
51112.046875,Grand Ridge,FL
44993.9765625,Mount Vernon,VA
109042.570312,Arnold,MO
52887.953125,Thomaston,GA
90222.890625,New Paris,IN
75193.9765625,Canon,GA
228286.75,Charlestown,RI
42785.5429688,Town of Newark Valley,NY
60924.4960938,Mobile,AL
62914.4570312,Ashfield,MA
181451.0,Matawan,NJ
104650.203125,Robinson,PA
238382.734375,Fairfax,VA
181202.40625,Perkiomen,PA
121004.015625,Kechi,KS
150210.84375,Annandale,VA
136108.4375,Lower Mt Bethel Township,PA
170833.328125,Kingston,NH
64778.3125,South Palm Beach,FL
105526.90625,Milford,OH
147737.34375,Bozeman,MT
108944.976562,Town of Delavan,WI
121277.109375,Highland,MI
133917.265625,Warwick Township,PA
125210.039062,Country Walk,FL
135671.484375,Monona,WI
72522.0859375,Madison,NE
344385.84375,Rio Verde,AZ
214135.75,Barnstable,MA
115937.351562,Streetsboro,OH
141127.703125,Midland,WA
105737.75,Cecil Township,PA
107691.5625,Pelham,AL
17910.0410156,Doffing,TX
76661.046875,Lebanon,IN
123713.65625,Parkland,WA
182129.71875,New Orleans,LA
176006.421875,Charlton,MA
92877.109375,Porter,NY
65365.0585938,Delphi,IN
101459.4375,Deer Park,OH
95205.21875,Millbury,OH
49497.5898438,Aliquippa,PA
204019.28125,Colfax,CA
37575.9023438,Midland,PA
40148.1914062,Westport,IN
110996.382812,Palmetto,FL
28952.6113281,Mustang,OK
81692.7734375,Minooka,IL
122357.828125,North Codorus Township,PA
67688.7578125,Centerville,IN
169386.34375,River Forest,IL
52971.8867188,Milton,NY
75413.25,Grovetown,GA
279553.46875,Rockville,MD
134161.453125,College Place,WA
258115.265625,Danvers,MA
75681.9296875,Spring Valley,CA
65037.75,Canastota,NY
86582.328125,Seville,OH
167323.296875,Chico,CA
124779.515625,Eastport,NY
89204.4140625,Mebane,NC
208493.96875,Town of Durham,NH
51047.390625,Harris Hill,NY
104173.898438,El Centro,CA
240762.25,Saint James City,FL
61190.7617188,Highlands,TX
197203.21875,Brentwood,NH
65802.8125,Excelsior Springs,MO
111395.179688,Addison,MI
47428.515625,Grapevine,TX
233885.546875,Stoneham,MA
116960.640625,Gahanna,OH
50172.6914062,Heltonville,IN
106657.03125,Kingsland,GA
71751.8046875,Pace,FL
179224.90625,East Brunswick,NJ
175643.78125,Hilo,HI
71138.5546875,Monticello,GA
154008.03125,Phelan,CA
223497.984375,Falls Church,VA
645528.375,Sausalito,CA
85503.6171875,Indiantown,FL
507063.1875,Fairfax,CA
171937.75,Rollinsford,NH
118960.640625,Westerville,OH
306373.09375,Basalt,CO
194471.484375,Minnetonka,MN
61406.0234375,Saint Charles,MI
98006.828125,Laguna Vista,TX
138172.6875,Eureka,MO
121517.265625,Meyers Lake,OH
44560.2421875,Wilmerding,PA
203215.265625,Chesapeake Beach,MD
173308.4375,Forest Ranch,CA
80275.1015625,Hudson,FL
91730.5234375,Dearborn,MI
25136.9472656,Wilkinson,IN
24730.9238281,Irondale,AL
360176.65625,Provincetown,MA
241866.671875,Bayonne,NJ
224233.734375,Lincolnwood,IL
407086.34375,Hidden Meadows,CA
168532.53125,Skokie,IL
39526.90625,Brandon,MS
55077.5117188,Gas City,IN
192451.40625,Stratford,CT
89086.34375,South Buffalo Township,PA
84155.8203125,Washington,IL
276003.65625,Deephaven,MN
186311.640625,Hampden,MA
705081.1875,Town of Nantucket,MA
98314.0546875,Atwater,OH
63167.0664062,Cornelia,GA
135957.03125,Montville,CT
252631.328125,Kings Beach,CA
34323.2929688,Jeffersonville,IN
289015.25,Town of Ipswich,MA
67992.7734375,Galeville,NY
127008.835938,Belcamp,MD
67158.6328125,Butler,IN
539710.9375,Cambrian Park,CA
119994.375,Oakland Park,FL
84510.4453125,Huntertown,IN
123358.234375,Mount Sidney,VA
167451.40625,Town of East Brookfield,MA
214514.0625,Town of Pawling,NY
179078.71875,Columbia,CT
96857.4296875,Wadesville,IN
96965.8671875,Silverton,OH
26776.7070312,Kiskiminetas Township,PA
440941.6875,San Bruno,CA
26366.6660156,Independence,PA
98742.171875,Lakewood,OH
65231.3242188,Glasford,IL
342016.0625,Marblehead,MA
30225.3007812,Pleasant Lake,IN
496146.59375,Avila Beach,CA
339208.03125,Little Compton,RI
145175.09375,Scappoose,OR
333283.96875,Arlington,MA
105693.578125,Snellville,GA
90255.8203125,Zion,IL
337288.4375,Lincoln,MA
173357.03125,Plumstead Township,PA
260369.078125,Bow,WA
79030.5234375,Plainwell,MI
30745.3808594,Bruceville,IN
64529.3164062,Statesville,NC
221816.46875,West Carson,CA
48997.1875,New Castle,IN
107544.976562,Cutler Bay,FL
239203.609375,Ashland,OR
231693.578125,Biscayne Park,FL
59924.0976562,Morocco,IN
160592.765625,Fitchburg,WI
69786.34375,Hillsdale,MI
