mean,regionname,state
525901.875,Amberley,OH
536875.25,Town of Meredith,NH
234661.84375,McHenry,IL
278606.84375,Kingsport,TN
70112.453125,Olive Branch,MS
403729.75,Inglewood,CA
588135.1875,Dennis,MA
407807.9375,University Park,FL
816623.5,Western Springs,IL
258330.125,Saint Cloud,FL
2030510.75,Chilmark,MA
591378.5,Aiea,HI
393322.875,Shaker Heights,OH
307382.6875,Trussville,AL
238985.9375,Conyers,GA
437929.21875,Lake Forest Park,WA
271872.71875,Howell,MI
253789.5625,Chattanooga,TN
115063.054688,Troutville,VA
499085.46875,Chula Vista,CA
530754.25,El Cajon,CA
58299.5976562,Dillon,MT
301883.09375,Kenwood,OH
98113.65625,Kansas City,KS
73982.328125,Apple Creek,OH
1076669.75,South Barrington,IL
410839.0,Manorville,NY
208950.609375,Yuba City,CA
515823.6875,Tybee Island,GA
508919.125,Freehold Township,NJ
446077.1875,Mount Olympus,UT
220981.921875,White Bear Lake,MN
2544110.25,Tiburon,CA
195248.1875,North Saint Paul,MN
273603.96875,Elko New Market,MN
110481.929688,North Tonawanda,NY
180081.125,Cheney,WA
810789.375,Mission Hills,KS
660587.1875,Madison,CT
266865.875,Paia,HI
207946.1875,Greeley,CO
381687.9375,Huntsville,UT
161159.84375,Saratoga Springs,NY
264211.65625,Richmond Hill,GA
468405.0,West Chester,PA
251161.046875,Centerville,UT
179009.234375,Fairburn,GA
743047.0625,Milton,MA
348843.375,Stafford,VA
475292.90625,Westborough,MA
756170.5,Novato,CA
341642.34375,Tempe,AZ
446641.78125,Pasadena,MD
478754.90625,Lower Salford Township,PA
381484.34375,Carson,CA
1263725.0,The Village of Indian Hill,OH
305540.9375,Shalimar,FL
318153.8125,Santa Maria,CA
390754.625,Town of Sandwich,MA
159492.765625,Roy,UT
437684.125,Sykesville,MD
112492.773438,Newcastle,OK
729269.5,North Miami,FL
1346999.25,Hilton Head Island,SC
287841.78125,Black Mountain,NC
314226.03125,Nazareth,PA
389786.21875,Chelmsford,MA
414569.3125,Warrington,PA
221538.15625,Naugatuck,CT
204273.890625,Glenville,NY
253681.125,Holland,OH
330424.0625,Sugar Hill,GA
318154.53125,Levittown,NY
524187.0625,Gig Harbor,WA
575140.1875,Purcellville,VA
307849.84375,Coral Terrace,FL
181718.078125,Canton,OH
287863.0,College Station,TX
303426.4375,East HillMeridian,WA
535194.8125,Atascadero,CA
304750.65625,Golden Valley,MN
272524.46875,Colton,CA
499648.3125,West Linn,OR
333785.96875,Woodland,CA
228683.9375,Delhi,CA
565509.0625,Marvin,NC
528931.875,Ventura,CA
527018.8125,Weddington,NC
348131.65625,Kirtland,OH
646073.8125,Rye,NY
566242.0,Ramona,CA
287074.71875,Clinton,MD
492248.96875,Davidson,NC
792437.0,Ocean City,NJ
673467.375,Lake Arrowhead,CA
233299.203125,Lagrange,GA
1038399.75,Wilmette,IL
565397.5625,Long Beach,CA
51445.78125,Seymour,IN
670197.5625,Oakland,CA
1059085.375,Redwood City,CA
606534.9375,North Potomac,MD
669838.125,Pacifica,CA
508495.3125,Derwood,MD
317484.8125,Springdale,AR
308118.53125,Spring Township,PA
602486.0,Gilroy,CA
16165.8632812,Muskegon Township,MI
204800.796875,Kentwood,MI
1219449.75,Calabasas,CA
331724.90625,Longmont,CO
1091980.25,Mendham Township,NJ
251233.734375,McAllen,TX
291605.53125,Carver,MA
152213.25,Kearns,UT
264334.9375,Commerce City,CO
379329.28125,Tyler,TX
319448.625,South Windsor,CT
261057.4375,Saint Anthony,MN
62988.3515625,Goshen,IN
874306.5625,Los Angeles,CA
233958.234375,Wellington,CO
725703.625,Morris Township,NJ
243518.078125,Hurst,TX
456119.78125,Lakeside,CA
882426.75,San Clemente,CA
94936.546875,Cortland,NY
245818.078125,State College,PA
373486.71875,Town of Bethel,CT
333136.96875,Fort Collins,CO
332581.46875,Manitou Springs,CO
330550.5625,Town of Bridgewater,MA
273620.46875,Newman Lake,WA
461622.96875,Franconia,VA
960098.375,Rye,NH
203274.703125,Kalispell,MT
141451.8125,Appleton,WI
766095.25,Avon,CT
164186.34375,Painesville,OH
559474.375,Beverly,MA
178514.453125,Gibsonton,FL
274036.9375,Twinsburg,OH
249024.09375,Randallstown,MD
1944799.125,Palo Alto,CA
324071.84375,Carrollton,TX
61387.953125,Flint,MI
222565.46875,Klamath Falls,OR
69010.0390625,Shreveport,LA
37232.53125,Lake City,FL
583441.875,Town of Sharon,MA
284554.59375,Ponte Vedra,FL
179048.59375,Reynoldsburg,OH
468069.90625,Saint Petersburg,FL
1141850.5,Rancho Palos Verdes,CA
198083.125,Town of Greenfield,MA
323457.90625,North Haven,CT
51369.4765625,East Highland Park,VA
211320.484375,Yulee,FL
497037.8125,Mount Vernon,VA
170811.25,Thomaston,GA
633594.8125,Irvington,NY
193553.8125,Mobile,AL
376367.375,Matawan,NJ
539163.875,Fairfax,VA
478182.75,Annandale,VA
235803.609375,Milford,OH
297524.90625,Country Walk,FL
924567.6875,Barnstable,MA
202645.375,Parkland,WA
404134.5,New Orleans,LA
302994.34375,Charlton,MA
221791.5625,Chillum,MD
301087.15625,Palmetto,FL
84157.03125,Mustang,OK
1785534.75,Coronado,CA
826983.0625,River Forest,IL
547620.625,Rockville,MD
412223.21875,Danvers,MA
410439.40625,Spring Valley,CA
364978.40625,Chico,CA
205117.671875,Mebane,NC
311576.59375,Town of Durham,NH
236544.984375,El Centro,CA
386646.71875,Ooltewah,TN
143872.6875,Highlands,TX
290733.78125,Grapevine,TX
459074.8125,Stoneham,MA
271315.65625,Gahanna,OH
180861.84375,Kingsland,GA
247426.5,Pace,FL
458572.71875,East Brunswick,NJ
307982.375,Hilo,HI
565870.125,Falls Church,VA
236855.421875,Westerville,OH
1035078.9375,Basalt,CO
371446.40625,Minnetonka,MN
172742.171875,Royse City,TX
27840.1601562,Dearborn,MI
313188.0625,Bayonne,NJ
600507.1875,Hidden Meadows,CA
431856.375,Skokie,IL
124283.132812,Brandon,MS
304716.78125,Stratford,CT
137151.8125,Washington,IL
656143.75,Deephaven,MN
197883.53125,Cornelia,GA
201614.0625,Montville,CT
41753.0117188,Jeffersonville,IN
563828.9375,Town of Ipswich,MA
412834.125,Town of Pawling,NY
367775.5,Galveston,TX
680598.9375,San Bruno,CA
186330.125,Lakewood,OH
897911.125,Marblehead,MA
249341.765625,Scappoose,OR
575917.0,Arlington,MA
68374.6953125,Snellville,GA
147679.109375,Zion,IL
1183326.5,Lincoln,MA
488130.90625,Plumstead Township,PA
228181.125,Statesville,NC
472341.6875,West Carson,CA
132015.265625,Cutler Bay,FL
412898.0,Ashland,OR
272585.1875,Apopka,FL
650409.1875,Diamond Bar,CA
253486.34375,Auburn,MA
342631.3125,Pleasant Prairie,WI
274637.375,Dover,NH
285395.90625,Kingsburg,CA
293585.53125,Prairie Village,KS
220112.453125,Agawam,MA
777272.75,Skidaway Island,GA
611256.5625,Rancho Santa Margarita,CA
741083.0,Walnut,CA
251712.84375,Deland,FL
234176.3125,Orange Park,FL
214608.4375,Layton,UT
299349.0,Forest Grove,OR
165515.65625,Faribault,MN
308206.40625,Gainesville,GA
116804.015625,Goddard,KS
192216.0625,Las Cruces,NM
355572.375,Stuart,FL
103720.078125,Fargo,ND
368389.0,Clovis,CA
232988.359375,Pebble Creek,FL
368266.59375,Town of Monroe,NY
440162.25,Farragut,TN
536615.6875,Hanover,MA
316333.6875,Upper Allen,PA
1224149.875,Palos Verdes Peninsula,CA
368750.5625,Lewisville,NC
101253.8125,Lowell,MA
506711.90625,Bloomingdale,IL
1901088.75,New Canaan,CT
1293238.75,Cupertino,CA
322644.9375,Des Plaines,IL
118318.070312,Clyde,NC
361926.65625,Logandale,NV
212830.921875,Rowlett,TX
280608.03125,Atwater,CA
484726.875,Montebello,CA
482621.9375,Edison,NJ
458235.375,Hockessin,DE
174816.0625,Lyndhurst,OH
504845.0,Plantation,FL
539235.0625,Northampton Township,PA
453997.03125,Hull,MA
554485.5625,Acton,CA
384867.90625,Henrico,VA
522738.09375,Bunker Hill Village,TX
104759.835938,Donna,TX
226902.015625,Hesperia,CA
302177.03125,Kent,WA
316648.25,Oakland,FL
323970.3125,Charleston,WV
400524.03125,Narberth,PA
230726.90625,Sunrise,FL
252788.75,Ballwin,MO
1384644.125,Manhasset,NY
244487.546875,Wilson,NC
416566.71875,Asheville,NC
124858.234375,Kokomo,IN
71967.46875,Lincoln,NH
1143510.75,Solana Beach,CA
5618855.5,Jupiter Island,FL
149022.890625,Royersford,PA
312095.53125,Lower Macungie,PA
348475.59375,Southington,CT
225204.015625,Jackson,MS
832208.625,Santa Cruz,CA
403251.875,Holladay,UT
195244.984375,Lansdale,PA
581229.25,Kendale Lakes,FL
362734.1875,Irving,TX
251243.375,Chicago,IL
272331.71875,Lilburn,GA
78315.2578125,Brunswick,GA
172261.453125,Spartanburg,SC
445564.4375,Shrewsbury,MA
53674.6992188,Orion,MI
313553.03125,South Burlington,VT
289061.03125,Grand Terrace,CA
463361.875,Johns Creek,GA
227297.984375,Town of Oconomowoc,WI
646536.25,Alpine,CA
45794.7773438,Syracuse,NY
153211.25,Waukegan,IL
1005560.4375,Danville,CA
521818.8125,Finksburg,MD
1768591.25,Edwards,CO
1447844.625,Bonita Springs,FL
217738.953125,Evansville,IN
57330.5234375,Town of Corning,NY
545966.25,East Greenwich,RI
180555.015625,Princeton,TX
225869.078125,North Providence,RI
343394.0625,Fruit Cove,FL
308634.0625,Melbourne,FL
269982.71875,Roseville,MN
100846.1875,Harrisburg,NC
395164.25,La Plata,MD
163294.375,Brooklyn Center,MN
35361.0429688,Forest Oaks,NC
302454.09375,Boynton Beach,FL
2138549.25,Menlo Park,CA
400715.6875,Imperial Beach,CA
193721.28125,Pawleys Island,SC
1462764.375,Fort Lauderdale,FL
339887.21875,San Fernando,CA
351010.75,Bayfield,CO
295901.96875,Willoughby Hills,OH
224698.796875,Watertown,MN
319349.6875,Manchester Township,PA
436133.4375,Burlington,MA
112105.21875,Leander,TX
233408.4375,Locust Grove,GA
84219.6796875,Kannapolis,NC
149210.84375,North East Township,PA
533371.625,Manalapan,NJ
465906.125,Niantic,CT
115883.9375,North Attleboro,MA
71179.921875,Miami Gardens,FL
365988.96875,Troutman,NC
282922.09375,Buford,GA
354583.28125,La Center,WA
234402.015625,Livingston,CA
979597.875,Jamestown,RI
180498.796875,Lewiston,ID
337366.15625,Baldwin Park,CA
351931.6875,Telford,PA
326922.59375,Elkton,MD
357549.375,Lynnwood,WA
903036.875,Bernards Township,NJ
193473.5,Saint Louis,MO
308567.84375,Apple Valley,CA
65994.375,Town of Oswego,NY
300280.28125,Savage,MN
520796.90625,Centreville,VA
407214.53125,El Monte,CA
197972.296875,Dearborn Heights,MI
251044.578125,Orting,WA
330487.09375,Wildomar,CA
1471360.75,Key West,FL
213938.15625,Newton,NC
91213.65625,Hoosick Falls,NY
515463.25,Monroe Township,NJ
1741429.625,Coral Gables,FL
304521.375,Avon,OH
999643.6875,Hidden Hills,CA
236930.125,Hialeah,FL
87653.4140625,Blythewood,SC
163556.21875,East Point,GA
756942.3125,Wenham,MA
279169.875,Rochester,MN
80448.9921875,Town of Amsterdam,NY
291239.71875,Monroe,WA
175463.859375,Oberlin,OH
1408810.125,Winnetka,IL
183590.765625,Morganton,NC
280358.65625,West Norriton,PA
189979.921875,Medical Lake,WA
65344.1757812,Baltimore,MD
892629.1875,Belmont,MA
263628.90625,West Pleasant View,CO
168132.9375,North Olmsted,OH
708211.25,San Luis Obispo,CA
112310.84375,West Palm Beach,FL
896037.8125,Sierra Madre,CA
103186.34375,East Peoria,IL
209198.390625,West Bountiful,UT
773087.0,Claremont,CA
327547.78125,Lower Paxton,PA
309184.0625,Plymouth Township,MI
294486.46875,Perkasie,PA
234042.96875,Temple Hills,MD
588654.8125,Libertyville,IL
193217.265625,Derby,KS
149712.453125,Gypsum,CO
102945.382812,Hebron,KY
135193.96875,Pine Hills,FL
631018.125,Fullerton,CA
677627.0,Druid Hills,GA
415834.28125,Clearwater,FL
262042.171875,Jersey City,NJ
269589.125,Noblesville,IN
781418.5,North Falmouth,MA
344534.5625,Dumfries,VA
353823.15625,Cumming,GA
1017902.5,Harwich Port,MA
841273.4375,Franklin,MI
299141.0,Commerce Township,MI
304247.78125,Clifton,NJ
32558.6347656,Geneva,OH
581428.5625,Acton,MA
519285.0,Malvern,PA
322596.03125,Greater Carrollwood,FL
274487.09375,Concord Township,OH
72330.5234375,West Warwick,RI
364626.5625,Winthrop,MA
212365.859375,Bellbrook,OH
423389.875,West HavenSylvan,OR
448770.8125,Arlington Heights,IL
127245.78125,Greenville,SC
569552.1875,San Dimas,CA
87636.1484375,High Point,NC
279841.75,Madison,WI
234093.171875,Concord,MO
206496.390625,Willowbrook,CA
285034.9375,Westchester,FL
320099.96875,Plymouth Meeting,PA
428703.09375,Longmeadow,MA
291652.1875,Exeter Township,PA
240991.96875,Rockford,MI
576645.375,Creve Coeur,MO
1099717.625,Burr Ridge,IL
791566.75,Culver City,CA
289382.3125,Tucson,AZ
235959.4375,Vernon Rockville,CT
372998.34375,East Meadow,NY
474357.09375,Smithtown,NY
195071.484375,South Saint Paul,MN
297212.5,Palmer Township,PA
321639.8125,Rosemount,MN
417551.40625,Fairway,KS
714263.875,Sandy Springs,GA
172997.1875,Hampton,GA
265047.0,Gastonia,NC
246031.328125,Northfield,MN
553801.5,Pepper Pike,OH
57022.890625,Niagara Falls,NY
294604.09375,Plymouth Township,PA
243250.609375,Melissa,TX
335128.34375,Henderson,NV
226539.765625,Pooler,GA
546646.625,Hybla Valley,VA
308179.90625,Mechanicsville,MD
703455.3125,Town of Medfield,MA
665244.25,Tredyffrin,PA
1530827.25,Marco Island,FL
393209.3125,Bend,OR
365936.90625,Milford Township,PA
499648.1875,Lincolnia,VA
128897.1875,Ferndale,MI
69698.796875,Lake Placid,FL
286185.96875,Leominster,MA
53983.5351562,Hammond,IN
828512.375,Walnut Creek,CA
274087.125,Mount Pleasant,NC
306734.125,Hilliard,OH
224797.59375,Greenwood,IN
323341.75,University Place,WA
381341.375,Yucaipa,CA
414936.625,Flower Mound,TX
304673.15625,Beltsville,MD
132585.546875,Ravenna,OH
304507.5625,Revere,MA
259805.21875,Aurora,IL
379849.0,Gainesville,FL
566863.875,Newburyport,MA
545653.4375,Clarksburg,MD
182636.953125,Madison,OH
201982.328125,Saint Marys,GA
558945.8125,Ellicott City,MD
70820.078125,Toccoa,GA
677448.875,Torrance,CA
99637.75,Fairborn,OH
798400.5,Edgeworth,PA
338287.21875,Lompoc,CA
330567.84375,Goochland,VA
105665.460938,Moore,SC
78290.765625,North York,PA
370131.71875,Twin Lakes,WI
287923.28125,Shakopee,MN
292322.5,Lakewood,WA
1044397.1875,Naples,FL
251998.390625,Brighton,CO
341055.75,Winchester,VA
585299.75,Cerritos,CA
669141.4375,Wynnewood,PA
179404.8125,Adelanto,CA
1646477.375,Weston,MA
463360.71875,Wakefield,MA
320813.6875,West Chester,OH
250195.1875,Waleska,GA
200949.796875,North Ogden,UT
221233.734375,Washington,MO
257940.5625,King George,VA
243875.5,Muskego,WI
1292831.5,Travilah,MD
722749.75,Genesee,CO
366678.21875,Arden,NC
599922.375,Fallbrook,CA
178165.859375,Ammon,ID
521370.65625,Cedar Mill,OR
45830.5234375,Town of Geneva,NY
682068.1875,Jamul,CA
561845.8125,Duluth,GA
1190968.875,Upper Saddle River,NJ
406690.65625,Highlands Ranch,CO
463792.03125,Lakeland Highlands,FL
250091.171875,College Park,MD
377246.25,Huntington Woods,MI
382955.6875,Geneva,IL
2204685.5,Saddle River,NJ
154504.421875,Hanover,PA
692686.625,Sleepy Hollow,NY
94026.1015625,Hazel Park,MI
985488.8125,Syosset,NY
253546.1875,Amityville,NY
535773.6875,North Reading,MA
92410.4453125,Lorain,OH
533714.5625,Anaheim,CA
121753.414062,Aldine,TX
671107.8125,Vienna,VA
436981.09375,Fair Oaks,CA
411919.21875,Groveton,VA
109761.046875,Florence,MS
44810.0390625,Kendallville,IN
297514.03125,Herriman,UT
375659.28125,Severance,CO
368258.21875,Garden HomeWhitford,OR
364505.59375,Beachwood,OH
198688.359375,New Hope,MN
227335.34375,New Prague,MN
334987.1875,Lynn Haven,FL
662346.5,Boulder,CO
268911.65625,Columbia,MO
544717.25,Greenburgh,NY
820756.5,Bay Hill,FL
272326.5,Dacula,GA
245853.015625,Medford,NY
138718.875,Lancaster,TX
204877.109375,Monroe,NC
1085551.875,Garden City,NY
135259.84375,Brevard,NC
272210.0625,Elk Ridge,UT
581604.5625,Town of Wolfeboro,NH
77419.2734375,Columbus,GA
104719.273438,Kennewick,WA
729814.25,Atlanta,GA
160310.84375,Crawfordsville,IN
487116.21875,Hillsborough,NJ
333307.21875,Fort Myers,FL
315364.3125,Sparks,NV
189627.703125,Caledonia,WI
174479.109375,Tooele,UT
514462.34375,Pomona,NY
273367.0625,Georgetown,KY
345218.0,Lemon Grove,CA
273272.3125,Rogers,MN
235515.65625,East Providence,RI
428028.8125,Wilmington Island,GA
189424.09375,Oak Ridge,NC
448127.34375,Pinole,CA
371768.96875,Ann Arbor,MI
257552.609375,Kathleen,GA
302786.25,Rubidoux,CA
395787.09375,Dry Run,OH
100821.6875,Vincennes,IN
370568.15625,Cheshire,CT
233113.25,Salem,OR
241192.375,Lakeland,FL
167861.453125,Columbia City,IN
345145.78125,Sunnyvale,TX
302346.96875,Scituate,RI
648193.0,Town of Hopkinton,MA
597545.6875,La Habra,CA
292688.71875,Mount Juliet,TN
328428.78125,Farmington Hills,MI
448204.96875,Covina,CA
230380.71875,Millington,TN
239456.21875,Hampton,VA
476872.75,ParsippanyTroy Hills Township,NJ
252395.984375,Conway,FL
496965.84375,Port Chester,NY
267899.1875,Town of Poughkeepsie,NY
660201.0,Boca Raton,FL
229245.375,Smyrna,DE
583732.4375,Newcastle,WA
630062.0625,Woodbine,MD
1385405.375,Wellesley,MA
53478.3125,Portage,IN
1283272.875,Mountain View,CA
296938.875,Northport,AL
402485.625,Silver Spring,MD
350764.28125,Berkeley,NJ
291499.625,Woodstock,GA
401808.375,Simsbury,CT
96765.8671875,Conway,AR
715177.0625,Montgomery Township,NJ
210057.03125,Haines City,FL
309423.71875,Greer,SC
245585.546875,Bonaire,GA
697229.625,Glen Cove,NY
655770.0,Elmhurst,IL
739151.25,La CrescentaMontrose,CA
71590.359375,Pittsburgh,PA
1348726.875,Glencoe,IL
394817.1875,Shelton,CT
204999.59375,Wilmington,DE
235271.890625,Surprise,AZ
1031989.0625,Lexington,MA
183621.6875,Bristol,VA
412070.0,Vineyard,CA
35321.2851562,Cheektowaga,NY
532729.6875,Sunset Hills,MO
114619.679688,Socorro,TX
500409.1875,Olney,MD
224039.359375,Burlington,NC
131602.015625,Birmingham,AL
620036.1875,Pine Township,PA
494258.875,Glastonbury,CT
343553.8125,North Bergen,NJ
288535.0,Cranston,RI
577309.8125,Natick,MA
232810.046875,Ridgecrest,CA
356686.71875,Chesterfield,MO
638670.8125,Clarksville,MD
261789.953125,Celina,TX
1490550.25,Westport,CT
182839.359375,Tamiami,FL
365422.125,Lewisville,TX
500166.3125,Alhambra,CA
214154.625,Willoughby,OH
1137184.375,Woodbury,NY
984369.375,Vinings,GA
240886.34375,Westfield,MA
526878.0625,Walpole,MA
363339.0,Wareham,MA
227023.296875,Reedley,CA
74383.9375,Bay City,MI
559328.6875,Haddonfield,NJ
83200.0,Cleveland,TN
239540.5625,Orchards,WA
51433.734375,Franklin,IN
560869.5,Old Saybrook,CT
650030.3125,Annapolis,MD
576016.5,Bonita,CA
1775108.25,Edgartown,MA
329254.96875,Rochester Hills,MI
142226.90625,Shippensburg Township,PA
475587.46875,Somerville,MA
250443.78125,Nebo,NC
68647.390625,Angola,IN
1088059.375,Madison,NJ
202946.1875,Cibolo,TX
249779.515625,Glen Burnie,MD
251225.296875,Buhl,ID
103261.445312,Austin,MN
318998.84375,O'Hara Township,PA
170244.578125,Town of West Bend,WI
446608.46875,Ewa Beach,HI
370299.96875,Stanwood,WA
250774.296875,Knoxville,TN
219985.9375,North Canton,OH
1698706.0,Rumson,NJ
57369.4765625,Quincy,FL
820484.4375,Westwood,MA
99625.3046875,Milwaukee,WI
1865376.625,Darien,CT
80869.078125,Perry,GA
1105278.625,Wilton,CT
69144.1796875,Gloversville,NY
205561.046875,Dewitt Township,MI
302346.53125,Puyallup,WA
359043.6875,East Brainerd,TN
335364.96875,Rosaryville,MD
302800.0625,Saint Louis Park,MN
174888.75,Groton,MA
708309.5625,Santa Fe,NM
296339.75,Burien,WA
930463.0,El Segundo,CA
385155.65625,Glenn Dale,MD
287282.75,Gloucester,VA
3892686.0,Del Monte Forest,CA
244592.765625,Middleton,ID
426507.3125,Bothell,WA
77734.5390625,Ruther Glen,VA
321021.9375,Waldorf,MD
807695.8125,Winter Park,FL
61216.0625,Salina,KS
229802.40625,Susquehanna Township,PA
422125.34375,Frankfort,IL
183079.921875,Byron,GA
240632.53125,Madison,AL
232470.28125,Fort Walton Beach,FL
74438.5546875,New Britain,CT
490165.125,Buffalo Grove,IL
689283.0625,Moreland Hills,OH
315742.90625,Mechanicsville,VA
449935.40625,Melrose,MA
314856.875,Horsham,PA
615686.75,Town of Topsfield,MA
384866.25,Town of Goshen,NY
126991.5625,Town of Watertown,NY
299333.3125,Fircrest,WA
757120.625,Alamo Heights,TX
1364804.125,Dana Point,CA
280133.71875,Town of Hempstead,NY
