mean,regionname
2.27663711178e-12,Las Vegas-Henderson-Paradise, NV
0.396117799867,Cape Girardeau, MO-IL
1.09137493812e-07,Tampa-St. Petersburg-Clearwater, FL
0.0259619783842,East Washington nonmetropolitan area
0.0379483891884,Napa, CA
0.101415517081,Decatur, IL
1.53949205683e-07,Chambersburg-Waynesboro, PA
0.0663136590285,Tucson, AZ
0.109973245539,Kingston, NY
0.0308236207707,Southeast Alabama nonmetropolitan area
0.0730552328524,Yuma, AZ
3.98013584778e-13,Sacramento--Roseville--Arden-Arcade, CA
1.48235046807e-07,Lafayette-West Lafayette, IN
6.35162074638e-17,Allentown-Bethlehem-Easton, PA-NJ
1.77378053821e-07,Spartanburg, SC
0.0506441929746,Reno, NV
0.200449183244,Panama City, FL
0.10975142407,Lewiston, ID-WA
0.0603525956705,Madison, WI
0.0736219561373,Albuquerque, NM
0.234188106665,Wenatchee, WA
2.51714529968e-11,Greensboro-High Point, NC
0.0820341284588,Jackson, TN
6.04112263636e-13,Riverside-San Bernardino-Ontario, CA
3.48803060752e-13,Peabody-Salem-Beverly, MA NECTA Division
7.08349352095e-08,Birmingham-Hoover, AL
0.0725079043294,Davenport-Moline-Rock Island, IA-IL
0.12412063058,Terre Haute, IN
0.192055389468,Fargo, ND-MN
0.143639540953,Los Alamos County, New Mexico nonmetropolitan area
0.136578272987,Muncie, IN
0.0625991931878,Pensacola-Ferry Pass-Brent, FL
2.94815806623e-13,Denver-Aurora-Lakewood, CO
7.42207265809e-07,Olympia-Tumwater, WA
0.0313004502633,Southeast Idaho nonmetropolitan area
0.155048892714,South Central Kentucky nonmetropolitan area
1.77680188805e-13,Boston-Cambridge-Nashua, MA-NH
0.0943923540643,Mobile, AL
0.265758435282,Shreveport-Bossier City, LA
2.25007798802e-13,Silver Spring-Frederick-Rockville, MD Metropolitan Division
0.0811457522433,Lower Savannah South Carolina nonmetropolitan area
6.14957109838e-07,Spokane-Spokane Valley, WA
0.116154938311,Idaho Falls, ID
0.0582696928995,Valdosta, GA
0.0669770331426,Colorado Springs, CO
3.19058876453e-07,Visalia-Porterville, CA
0.0504949595544,Columbia, SC
6.04868800842e-08,Vallejo-Fairfield, CA
6.71032255225e-13,Orlando-Kissimmee-Sanford, FL
0.0794476221791,Bloomington, IN
0.11827240359,Yakima, WA
0.0823550980613,Ithaca, NY
0.118906524836,Rockford, IL
1.07612818483e-06,Dallas-Fort Worth-Arlington, TX
9.64813481212e-13,Seattle-Bellevue-Everett, WA Metropolitan Division
0.191162128903,Florence, SC
0.0705910162223,Des Moines-West Des Moines, IA
0.0846677884751,Syracuse, NY
0.200598769472,Binghamton, NY
1.84912215454e-13,Oakland-Hayward-Berkeley, CA Metropolitan Division
0.979995311136,Gary, IN Metropolitan Division
0.125554541916,Waterbury, CT
0.0189943829209,Danville, IL
2.19312992729e-13,Phoenix-Mesa-Scottsdale, AZ
7.79234947332e-08,Central-Southeastern Wyoming nonmetropolitan area
3.92187345863e-07,Grand Rapids-Wyoming, MI
0.0590794874145,Charleston-North Charleston, SC
4.70624768356e-14,Boston-Cambridge-Newton, MA NECTA Division
0.540047365721,Michigan City-La Porte, IN
6.70278132232e-13,Fayetteville-Springdale-Rogers, AR-MO
1.44913216809e-07,Mount Vernon-Anacortes, WA
0.337695557492,Hammond, LA
0.0313515391375,Southeast Missouri nonmetropolitan area
3.15941063883e-07,College Station-Bryan, TX
0.0725457634589,Corpus Christi, TX
5.85081130085e-07,Cleveland-Elyria, OH
1.79958179964e-12,Charlotte-Concord-Gastonia, NC-SC
1.64363118915e-12,Baltimore-Columbia-Towson, MD
3.29561578268e-12,Lawrence-Methuen Town-Salem, MA-NH NECTA Division
0.0758814419484,Johnstown, PA
0.0835218433311,Upper Savannah South Carolina nonmetropolitan area
2.77893773388e-07,Minneapolis-St. Paul-Bloomington, MN-WI
1.90370246894e-07,Lakeland-Winter Haven, FL
0.154878509316,West Kentucky nonmetropolitan area
0.0696584433423,Roanoke, VA
0.317231897148,Grand Forks, ND-MN
0.192532844664,Florence-Muscle Shoals, AL
0.074408175847,Boise City, ID
6.98341349864e-08,Huntington-Ashland, WV-KY-OH
1.43451822801e-07,Carbondale-Marion, IL
0.193174816266,Vineland-Bridgeton, NJ
7.58413500226e-12,Detroit-Warren-Dearborn, MI
2.39947166437e-07,Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
0.0389176214632,Gainesville, FL
0.268698957381,Omaha-Council Bluffs, NE-IA
6.77386692218e-07,Southwest New York nonmetropolitan area
0.0781186788655,Wichita Falls, TX
0.0581534766399,Charleston, WV
0.0615146356896,Modesto, CA
3.50965807456e-07,Lewiston-Auburn, ME
5.33904501235e-07,Cape Coral-Fort Myers, FL
0.212297948977,Hot Springs, AR
0.113974535008,Longview, WA
0.133095392522,Baton Rouge, LA
0.0587334788061,Midland, TX
0.0476141638492,Medford, OR
1.12000431643e-12,Virginia Beach-Norfolk-Newport News, VA-NC
0.0956974771753,Manchester, NH
6.54175183774e-19,Warren-Troy-Farmington Hills, MI Metropolitan Division
0.130998674902,Appleton, WI
2.02768306192e-07,Carson City, NV
0.0308917392696,Southeast Mississippi nonmetropolitan area
0.0600960316679,Auburn-Opelika, AL
3.34693469086e-07,Jacksonville, FL
4.74552751335e-13,New Orleans-Metairie, LA
0.0869062613019,Dover, DE
0.0786753066828,Warner Robins, GA
6.25900454293e-07,Pittsburgh, PA
4.17710736122e-14,San Jose-Sunnyvale-Santa Clara, CA
3.72006143955e-12,Bowling Green, KY
9.98247261083e-07,California-Lexington Park, MD
0.0495404378811,Odessa, TX
0.026399630261,Santa Cruz-Watsonville, CA
0.0275688205477,Northwest Washington nonmetropolitan area
1.28093676669e-12,Brockton-Bridgewater-Easton, MA NECTA Division
0.204236526091,Topeka, KS
5.50118802495e-07,Evansville, IN-KY
0.0453366859856,Mansfield, OH
0.137505466887,Glens Falls, NY
0.044495281254,Richmond, VA
0.0955596590852,Pittsfield, MA
1.9388211532e-07,Stockton-Lodi, CA
1.22370804372e-07,Charlottesville, VA
1.49323594387e-13,Hilton Head Island-Bluffton-Beaufort, SC
0.0435354582252,Lincoln, NE
3.61374781677e-07,Hickory-Lenoir-Morganton, NC
0.0626835246439,Nantucket Island and Martha's Vineyard nonmetropolitan area
0.0889175029546,Rocky Mount, NC
0.0456878966106,Flagstaff, AZ
1.30788249622e-12,Anniston-Oxford-Jacksonville, AL
1.48315617404e-12,Lowell-Billerica-Chelmsford, MA-NH NECTA Division
0.0808306746538,Lansing-East Lansing, MI
4.48213252927e-12,South Bend-Mishawaka, IN-MI
0.0562714481308,New Haven, CT
0.245812999985,Fort Worth-Arlington, TX Metropolitan Division
0.286056778951,Sumter, SC
2.24113589232e-07,Tacoma-Lakewood, WA Metropolitan Division
5.34494847428e-13,Staunton-Waynesboro, VA
0.185305784417,Cumberland, MD-WV
0.0374445778131,Lafayette, LA
7.75222152726e-14,Los Angeles-Long Beach-Anaheim, CA
0.0207167864649,Washington Parish, Louisiana nonmetropolitan area
1.42795339536e-08,Naples-Immokalee-Marco Island, FL
7.62166716095e-07,Ogden-Clearfield, UT
0.0556693703314,Winchester, VA-WV
0.0546881669112,Chico, CA
6.39258138665e-13,Lynn-Saugus-Marblehead, MA NECTA Division
7.17410623898e-12,Greenville-Anderson-Mauldin, SC
0.0967140818421,Las Cruces, NM
7.41456458761e-13,Taunton-Middleborough-Norton, MA NECTA Division
3.21316491051e-13,West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division
1.49676509926e-06,Salt Lake City, UT
2.00418002852e-13,Miami-Fort Lauderdale-West Palm Beach, FL
1.04277180141e-06,Norwich-New London-Westerly, CT-RI
0.0515758066579,Columbia, MO
0.0721379141455,Merced, CA
0.103859414089,Lake County-Kenosha County, IL-WI Metropolitan Division
0.0468795995233,Northwest Wyoming nonmetropolitan area
0.135434276042,Brownsville-Harlingen, TX
4.48367776652e-14,Los Angeles-Long Beach-Glendale, CA Metropolitan Division
0.125269388033,Monroe, LA
0.0651458529924,Grand Junction, CO
0.0842832800697,Cincinnati, OH-KY-IN
0.0745643839889,Salem, OR
0.219773930462,Bismarck, ND
2.44312680348e-07,Augusta-Richmond County, GA-SC
1.12192494247e-12,Palm Bay-Melbourne-Titusville, FL
6.12591571698e-07,Killeen-Temple, TX
0.100148447034,Philadelphia, PA Metropolitan Division
0.0665815176042,Watertown-Fort Drum, NY
2.37349664804e-12,Albany-Schenectady-Troy, NY
0.0235785873709,Barnstable Town, MA
0.0631825480872,Lebanon, PA
1.24795650299e-06,Kalamazoo-Portage, MI
0.311461761253,Flint, MI
0.0646897821252,Nassau County-Suffolk County, NY Metropolitan Division
0.0743297867137,Knoxville, TN
3.53273260229e-07,Leominster-Gardner, MA
0.0370671592582,Ocean City, NJ
0.0786240927937,Eugene, OR
0.0596444003258,Lubbock, TX
