mean,regionname
1.67591366433e-06,Pittsburgh, PA
4.39649587206e-07,Fort Wayne, IN
0.083019420584,Southeast Alaska nonmetropolitan area
2.90594457943e-08,Naples-Immokalee-Marco Island, FL
0.243400834853,Dover, DE
0.166285536673,Nashua, NH-MA NECTA Division
0.175237318541,Bloomington, IL
3.92106331608e-12,Charlotte-Concord-Gastonia, NC-SC
0.188751923913,Columbus, IN
0.178776247757,Corpus Christi, TX
8.09716196644e-07,College Station-Bryan, TX
2.75998550779e-06,Norwich-New London-Westerly, CT-RI
1.26226293899e-06,Evansville, IN-KY
1.11199572391e-17,Deltona-Daytona Beach-Ormond Beach, FL
1.36311777891,Clarksville, TN-KY
1.00179850691e-06,Leominster-Gardner, MA
0.432895933089,Fargo, ND-MN
3.56080878425e-07,Houston-The Woodlands-Sugar Land, TX
2.64374074615e-06,Kalamazoo-Portage, MI
0.140812124307,Yuma, AZ
0.264374322637,Duluth, MN-WI
0.127568276669,Winchester, VA-WV
0.183695037422,Rocky Mount, NC
0.212563323031,Jackson, MI
0.288735049888,Philadelphia, PA Metropolitan Division
0.14110777246,Modesto, CA
0.0643549518743,Southeast Missouri nonmetropolitan area
1.28860604092e-12,Staunton-Waynesboro, VA
0.238872362843,Myrtle Beach-Conway-North Myrtle Beach, SC-NC
0.147994708906,Winston-Salem, NC
0.270488706368,Kingston, NY
0.29250202401,Hagerstown-Martinsburg, MD-WV
0.0959990277668,Asheville, NC
4.01066479863e-07,Kingsport-Bristol-Bristol, TN-VA
0.195954194142,Warner Robins, GA
0.211168008084,Fresno, CA
0.115676359786,Fayetteville, NC
7.34495921891e-14,Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division
0.662802117219,Shreveport-Bossier City, LA
4.56201677747e-13,Boston-Cambridge-Nashua, MA-NH
4.46555450681e-07,Bend-Redmond, OR
1.46294916049e-06,Providence-Warwick, RI-MA
0.59012533968,Omaha-Council Bluffs, NE-IA
0.258471961017,Lake County-Kenosha County, IL-WI Metropolitan Division
1.49424886241e-07,North Port-Sarasota-Bradenton, FL
0.124627213358,Framingham, MA NECTA Division
0.297586106563,Columbus, OH
0.347449917984,Muncie, IN
0.421794370321,Kennewick-Richland, WA
1.05631238581e-07,San Diego-Carlsbad, CA
1.16092743157e-12,New Orleans-Metairie, LA
0.0961728000183,Lafayette, LA
9.14208309686e-13,Peabody-Salem-Beverly, MA NECTA Division
8.0176696814e-07,Jacksonville, FL
0.172234271588,Champaign-Urbana, IL
0.118086711574,Alexandria, LA
8.24303377654e-10,Buffalo-Cheektowaga-Niagara Falls, NY
1.1576501352e-13,Los Angeles-Long Beach-Glendale, CA Metropolitan Division
0.105305676766,Raleigh, NC
0.685228581775,Bay City, MI
1.56888782772e-06,Austin-Round Rock, TX
0.296722323282,Glens Falls, NY
1.1266217136e-11,South Bend-Mishawaka, IN-MI
0.32907252727,Victoria, TX
0.175087588549,Eugene, OR
0.397248893806,East Kentucky nonmetropolitan area
0.347192927161,Baton Rouge, LA
0.168301454165,Salem, OR
1.20165579669e-06,Spokane-Spokane Valley, WA
0.0708024031294,Midland, MI
3.48163419607e-13,Hilton Head Island-Bluffton-Beaufort, SC
7.03530819187e-07,Canton-Massillon, OH
1.61411212657e-06,Cleveland-Elyria, OH
4.39279789212e-12,Las Vegas-Henderson-Paradise, NV
0.208277203705,Memphis, TN-MS-AR
0.149447091628,Redding, CA
0.132359198244,Sebastian-Vero Beach, FL
1.04025867376e-13,San Jose-Sunnyvale-Santa Clara, CA
0.52424358703,Abilene, TX
0.0728867938666,Southeast Nebraska nonmetropolitan area
6.80925162969e-07,Minneapolis-St. Paul-Bloomington, MN-WI
1.22433507271e-13,Boston-Cambridge-Newton, MA NECTA Division
0.407486597973,Kansas City, MO-KS
0.145723228884,Charleston-North Charleston, SC
0.65833513012,Athens-Clarke County, GA
0.266740896049,Albany, GA
0.10178385474,Northwest Wyoming nonmetropolitan area
4.09968685793e-06,Harrisburg-Carlisle, PA
0.0522223703131,Central Washington nonmetropolitan area
0.247681690328,Portsmouth, NH-ME
1.47300206831e-18,Warren-Troy-Farmington Hills, MI Metropolitan Division
0.14283806285,Grand Junction, CO
5.51427750947e-12,Albany-Schenectady-Troy, NY
3.14565426096e-13,Oxnard-Thousand Oaks-Ventura, CA
0.0740775954206,Santa Rosa, CA
0.139573296267,Colorado Springs, CO
0.12571604562,Tucson, AZ
0.135366353268,Watertown-Fort Drum, NY
1.57127216769e-06,Southwest New York nonmetropolitan area
6.50475174173e-07,Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
0.103889487411,Flagstaff, AZ
0.175421281807,Anchorage, AK
0.265461388141,Springfield, MA-CT
0.0504718913574,Youngstown-Warren-Boardman, OH-PA
7.55053488745e-13,West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division
0.475790926313,Toledo, OH
0.065794032208,Urban Honolulu, HI
0.108895898927,Lincoln, NE
3.63532723753e-06,Salt Lake City, UT
0.194810015452,Greeley, CO
0.202371229628,Upper Savannah South Carolina nonmetropolitan area
0.185245441033,Lower Savannah South Carolina nonmetropolitan area
0.429772111091,Florence-Muscle Shoals, AL
2.72781539088e-12,Virginia Beach-Norfolk-Newport News, VA-NC
1.65324710262e-06,Ogden-Clearfield, UT
0.0625481517274,Barnstable Town, MA
0.171826695261,Nassau County-Suffolk County, NY Metropolitan Division
0.481010676377,Cumberland, MD-WV
0.20509895792,El Paso, TX
4.74083170805e-13,Miami-Fort Lauderdale-West Palm Beach, FL
0.143716872206,Charleston, WV
0.0985356723343,Gainesville, GA
0.183495267052,Muskegon, MI
0.206926544899,Manchester, NH
0.223927637115,Longview, WA
0.664333421494,Sumter, SC
5.94079105221e-11,Greensboro-High Point, NC
0.147523479021,Nantucket Island and Martha's Vineyard nonmetropolitan area
6.30761916574e-07,Jacksonville, NC
0.186053701398,Newark, NJ-PA Metropolitan Division
0.221005288267,Decatur, IL
0.115765731166,Reno, NV
0.828416400628,Dutchess County-Putnam County, NY Metropolitan Division
0.317310202427,Rockford, IL
2.8108336633e-07,Charlottesville, VA
0.189918163409,Lewiston, ID-WA
0.116679629514,Tyler, TX
0.69048609348,Grand Island, NE
0.0636737668849,Southeast Mississippi nonmetropolitan area
0.741694188238,Lexington-Fayette, KY
9.46436176835e-12,Bowling Green, KY
6.01579132508e-07,Montgomery County-Bucks County-Chester County, PA Metropolitan Division
0.107735271121,Southwest Wyoming nonmetropolitan area
0.226450185406,Little Rock-North Little Rock-Conway, AR
0.297140188591,Lancaster, PA
2.84228417017e-06,Dallas-Fort Worth-Arlington, TX
0.0506614379258,Washington Parish, Louisiana nonmetropolitan area
0.15123214673,Roanoke, VA
1.97445679956e-13,Los Angeles-Long Beach-Anaheim, CA
1.76128447987e-06,Green Bay, WI
0.171628434558,Knoxville, TN
4.55063816632e-12,Baltimore-Columbia-Towson, MD
0.156295318377,Des Moines-West Des Moines, IA
7.15159247397e-13,Denver-Aurora-Lakewood, CO
1.77049760065e-11,Greenville-Anderson-Mauldin, SC
0.355763422992,Panama City, FL
4.79884911999e-07,Tacoma-Lakewood, WA Metropolitan Division
0.175349534148,Corvallis, OR
9.13054761319e-07,Grand Rapids-Wyoming, MI
4.48811213588e-13,Oakland-Hayward-Berkeley, CA Metropolitan Division
3.58462332091e-12,Brockton-Bridgewater-Easton, MA NECTA Division
1.42126152834e-06,Olympia-Tumwater, WA
0.224288953587,Casper, WY
2.881865942e-07,Mount Vernon-Anacortes, WA
0.241896552671,Mobile, AL
1.53921624165e-17,McAllen-Edinburg-Mission, TX
0.0991051792849,Worcester, MA-CT
5.2488434625e-07,Hanford-Corcoran, CA
0.0568789466155,Southeast Idaho nonmetropolitan area
0.211623828434,Dayton, OH
1.76123529502e-11,Detroit-Warren-Dearborn, MI
0.149053963087,Danbury, CT
1.24401703142,Michigan City-La Porte, IN
0.417330229563,Florence, SC
0.261720296371,Columbus, GA-AL
1.29914635163e-06,Burlington-South Burlington, VT
1.45397547702e-07,Santa Maria-Santa Barbara, CA
0.25373931722,Pueblo, CO
0.310292136951,Monroe, LA
0.172747963923,Albuquerque, NM
0.0763649156579,Santa Fe, NM
0.209813326242,Savannah, GA
3.79280149001e-13,Kahului-Wailuku-Lahaina, HI
0.527891718438,Hot Springs, AR
0.0525437387458,East Washington nonmetropolitan area
0.387025889891,West Kentucky nonmetropolitan area
1.66417840714e-07,Parkersburg-Vienna, WV
1.05268583874e-11,Indianapolis-Carmel-Anderson, IN
0.141729540703,Columbia, MO
0.184986834958,Salisbury, MD-DE
0.111050939523,Tallahassee, FL
0.269054745149,Mankato-North Mankato, MN
1.78899745748e-07,Birmingham-Hoover, AL
0.600556812723,Scranton--Wilkes-Barre--Hazleton, PA
6.41642492583e-13,Silver Spring-Frederick-Rockville, MD Metropolitan Division
2.36783738175e-12,Seattle-Tacoma-Bellevue, WA
0.147251121664,Lubbock, TX
0.369973990559,Waterbury, CT
0.205756997963,Jackson, TN
7.18678945972e-07,Lewiston-Auburn, ME
7.98927487075e-12,Lawrence-Methuen Town-Salem, MA-NH NECTA Division
0.138206759605,Midland, TX
2.37009040008e-06,Salinas, CA
0.222682024096,Cincinnati, OH-KY-IN
0.194383420068,Waco, TX
0.0679652323181,Southeast Kansas nonmetropolitan area
6.03436860403e-19,Atlanta-Sandy Springs-Roswell, GA
0.0795358762429,Napa, CA
0.466441249783,Bismarck, ND
0.0771782592999,Southeast Minnesota nonmetropolitan area
0.120045426308,Mansfield, OH
0.556273474263,Akron, OH
0.183768060526,Davenport-Moline-Rock Island, IA-IL
0.131514629847,Chico, CA
1.85711517315e-12,Taunton-Middleborough-Norton, MA NECTA Division
2.27694089157e-07,Tampa-St. Petersburg-Clearwater, FL
0.603469838496,Lawrence, KS
0.105502304154,Reading, PA
0.103865404521,Louisville/Jefferson County, KY-IN
0.124370550314,Wilmington, DE-MD-NJ Metropolitan Division
0.319335760312,Eau Claire, WI
0.165430310261,Beaumont-Port Arthur, TX
1.66714521986e-06,Capital/Northern New York nonmetropolitan area
0.176997234222,Bloomington, IN
1.47511984663e-12,Orlando-Kissimmee-Sanford, FL
0.0679992915676,Southeast Iowa nonmetropolitan area
4.46430750335e-12,Lowell-Billerica-Chelmsford, MA-NH NECTA Division
0.50139927134,Rochester, NY
0.157682641919,Farmington, NM
2.35674708794e-12,Washington-Arlington-Alexandria, DC-VA-MD-WV
7.41600206533e-14,San Francisco-Redwood City-South San Francisco, CA Metropolitan Division
0.845813447894,Hammond, LA
0.309358205751,Terre Haute, IN
0.12454684316,Columbia, SC
0.0650397435188,San Rafael, CA Metropolitan Division
0.231323082476,Springfield, IL
0.285483459606,Hattiesburg, MS
0.185319370666,Durham-Chapel Hill, NC
1.60052442144e-06,Killeen-Temple, TX
1.61105460427e-06,Greenville, NC
1.90691102405e-12,Dallas-Plano-Irving, TX Metropolitan Division
0.046621377629,Southwest Washington nonmetropolitan area
0.120857893236,Huntsville, AL
2.33296408607e-12,Palm Bay-Melbourne-Titusville, FL
0.181500985415,Cleveland, TN
5.98492436361e-12,Hartford-West Hartford-East Hartford, CT
0.229063222805,Springfield, OH
0.108134942494,Richmond, VA
0.0400870981959,Danville, IL
4.54214964489e-13,San Francisco-Oakland-Hayward, CA
0.0502638385898,Santa Cruz-Watsonville, CA
7.80718873085e-07,Hickory-Lenoir-Morganton, NC
0.130036603751,Fort Collins, CO
0.508302852149,Trenton, NJ
0.215163398544,Yakima, WA
3.70110446368e-13,San Luis Obispo-Paso Robles-Arroyo Grande, CA
3.83828656057e-07,Lafayette-West Lafayette, IN
0.205234368563,Merced, CA
1.57826565223e-12,Riverside-San Bernardino-Ontario, CA
1.61925149423e-12,Lynn-Saugus-Marblehead, MA NECTA Division
0.336701861999,Kokomo, IN
0.109842832985,Tuscaloosa, AL
0.456303364027,Topeka, KS
4.56078642532e-07,Chambersburg-Waynesboro, PA
0.0659727662241,Southeast Coastal North Carolina nonmetropolitan area
7.90875228724e-11,Detroit-Dearborn-Livonia, MI Metropolitan Division
1.677255469e-06,East Central New York nonmetropolitan area
1.04095005049e-12,Crestview-Fort Walton Beach-Destin, FL
4.28358223444e-07,Lakeland-Winter Haven, FL
0.283687075205,Brunswick, GA
0.213251595824,Johnstown, PA
0.245608281084,Yuba City, CA
4.4656799761e-13,Phoenix-Mesa-Scottsdale, AZ
0.214459453322,Longview, TX
0.127459461817,Tulsa, OK
0.82885604606,Gulfport-Biloxi-Pascagoula, MS
0.094373766794,Wilmington, NC
0.460643994469,Racine, WI
0.160217387982,Wichita, KS
0.460536002802,Wenatchee, WA
4.03184786342e-07,Carson City, NV
1.00194042048e-06,Daphne-Fairhope-Foley, AL
0.301657499086,Appleton, WI
3.9193126544e-06,Elkhart-Goshen, IN
0.179614400035,Lansing-East Lansing, MI
0.14409443192,Jonesboro, AR
0.347420867116,Bellingham, WA
0.130412897869,Montgomery, AL
1.61588114612e-07,Huntington-Ashland, WV-KY-OH
0.234516759979,Decatur, AL
5.93747943332e-18,Nashville-Davidson--Murfreesboro--Franklin, TN
0.146227949704,Ocala, FL
0.134599722425,Ann Arbor, MI
4.54733419395e-07,New Bedford, MA
1.20040924608e-17,Chicago-Naperville-Arlington Heights, IL Metropolitan Division
