mean,regionname
0.113038337359,Pittsfield, MA
0.0865106348406,Ocala, FL
0.368476204996,Flint, MI
2.55217000485e-07,Hanford-Corcoran, CA
2.15987924039e-06,Salt Lake City, UT
0.249002195529,Topeka, KS
0.464658571367,Gulfport-Biloxi-Pascagoula, MS
1.73005654471e-08,Naples-Immokalee-Marco Island, FL
0.341648789526,Lexington-Fayette, KY
0.0927940470012,Cleveland, TN
0.104708668203,Wichita, KS
0.0619250903136,Tyler, TX
0.291279082756,Niles-Benton Harbor, MI
0.0302889747816,East Washington nonmetropolitan area
6.08774519579e-13,Crestview-Fort Walton Beach-Destin, FL
0.134169073462,Albany, OR
2.37062778221e-13,Boston-Cambridge-Nashua, MA-NH
2.0012657645e-13,San Luis Obispo-Paso Robles-Arroyo Grande, CA
1.52510482309e-07,Tampa-St. Petersburg-Clearwater, FL
2.81779223765e-13,San Francisco-Oakland-Hayward, CA
2.33370916354e-13,Kahului-Wailuku-Lahaina, HI
2.64926871375e-07,Fort Wayne, IN
0.0700754887776,Northeast Wyoming nonmetropolitan area
0.146166215695,Rockford, IL
5.4375941246e-07,Daphne-Fairhope-Foley, AL
0.0954445180029,Grants Pass, OR
0.0684821619156,Winchester, VA-WV
0.371780024074,Hammond, LA
0.098381935256,Sebring, FL
1.04326882714e-06,Austin-Round Rock, TX
0.120316244045,Elgin, IL Metropolitan Division
0.264222672066,Scranton--Wilkes-Barre--Hazleton, PA
1.04646889937e-12,Chicago-Naperville-Elgin, IL-IN-WI
0.140360083332,Terre Haute, IN
0.0561423816589,Alexandria, LA
3.97229427752e-12,Lawrence-Methuen Town-Salem, MA-NH NECTA Division
0.0822663357652,Madison, WI
0.242108682423,Rochester, NY
0.161013803864,San Juan-Carolina-Caguas, PR
0.0735289404499,Dalton, GA
0.231334644684,Florence, SC
0.142072411662,Hagerstown-Martinsburg, MD-WV
2.55837772109e-07,Carson City, NV
0.0770253751671,Fort Collins, CO
0.0543618820253,Tuscaloosa, AL
0.060262583483,Richmond, VA
0.282235727265,Lawrence, KS
0.113714215351,Springfield, MO
0.121070779812,Springfield, MA-CT
0.104123181016,Syracuse, NY
0.0492688432082,Prescott, AZ
3.49480807183e-19,Atlanta-Sandy Springs-Roswell, GA
0.132041519627,Decatur, IL
3.21311080998e-07,Canton-Massillon, OH
0.0792850232898,Watertown-Fort Drum, NY
8.71383863425e-07,Olympia-Tumwater, WA
7.4172830569e-08,Huntington-Ashland, WV-KY-OH
1.68296112229e-07,Mount Vernon-Anacortes, WA
0.0894489093098,Salem, OR
0.107134893785,Nashua, NH-MA NECTA Division
0.0866637434206,Warner Robins, GA
0.207955262256,Vineland-Bridgeton, NJ
0.0905216190913,Fresno, CA
0.0341954864683,Southeast Mississippi nonmetropolitan area
0.143106212178,Monroe, LA
0.151813729882,Lancaster, PA
0.0712305151385,Jonesboro, AR
3.32669758228e-13,Silver Spring-Frederick-Rockville, MD Metropolitan Division
0.143789318652,Saginaw, MI
6.88449531066e-08,Santa Maria-Santa Barbara, CA
0.179584102111,West Kentucky nonmetropolitan area
0.119656645875,Mobile, AL
9.72308122442e-07,Ogden-Clearfield, UT
3.0338486423e-13,Phoenix-Mesa-Scottsdale, AZ
0.0607043912945,Wilmington, DE-MD-NJ Metropolitan Division
6.48010555286e-18,Chicago-Naperville-Arlington Heights, IL Metropolitan Division
0.0913361016298,Salisbury, MD-DE
0.0818485931119,Lebanon, PA
2.23153371082e-06,York-Hanover, PA
9.28184147785e-12,Greenville-Anderson-Mauldin, SC
0.0513695363741,Flagstaff, AZ
0.0826445548774,Winston-Salem, NC
3.14915560384e-12,Hartford-West Hartford-East Hartford, CT
3.35491739498e-07,Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
3.49611109793e-11,Greensboro-High Point, NC
0.0332368581256,Santa Cruz-Watsonville, CA
8.35394046487e-17,Allentown-Bethlehem-Easton, PA-NJ
0.206417418956,Bellingham, WA
0.0680402012228,Montgomery, AL
0.0896555732586,Johnstown, PA
1.93506717924e-07,Kingsport-Bristol-Bristol, TN-VA
0.0990350080576,Wichita Falls, TX
0.103068554921,Savannah, GA
2.85466391744e-14,Miami-Miami Beach-Kendall, FL Metropolitan Division
2.0715834929e-07,New Bedford, MA
4.94228302511e-07,Lewiston-Auburn, ME
0.115775660907,Casper, WY
7.05536865847e-08,Vallejo-Fairfield, CA
7.86507657047e-07,Capital/Northern New York nonmetropolitan area
6.22162960241e-13,New Orleans-Metairie, LA
0.0782576854999,Tulsa, OK
0.104386283944,Springfield, OH
0.104960697111,Jackson, MS
6.46911646771e-14,Boston-Cambridge-Newton, MA NECTA Division
8.98446263901e-08,Central-Southeastern Wyoming nonmetropolitan area
0.059776030958,Tallahassee, FL
5.8951044621e-07,Grand Rapids-Wyoming, MI
4.67134079063e-14,Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division
0.144368837604,Hattiesburg, MS
0.0516104260925,Napa, CA
0.0830043819627,Tucson, AZ
8.01478490652e-07,Burlington-South Burlington, VT
1.22594126343e-06,Norwich-New London-Westerly, CT-RI
9.64047639246e-19,Warren-Troy-Farmington Hills, MI Metropolitan Division
2.71752134818e-12,Charlotte-Concord-Gastonia, NC-SC
0.0770742834955,Nantucket Island and Martha's Vineyard nonmetropolitan area
0.0635715942397,Fayetteville, NC
4.1680807267e-11,Detroit-Dearborn-Livonia, MI Metropolitan Division
0.329376316648,Grand Island, NE
4.58448812209e-07,Hickory-Lenoir-Morganton, NC
0.0368861671764,Southeast Kansas nonmetropolitan area
2.49766569299e-07,Lakeland-Winter Haven, FL
0.194553887388,Appleton, WI
0.0964850547693,Beaumont-Port Arthur, TX
0.0966254853834,Missoula, MT
0.235009269948,Kennewick-Richland, WA
0.133463493481,Lewiston, ID-WA
8.53537338173e-07,Cleveland-Elyria, OH
2.206144081e-12,Baltimore-Columbia-Towson, MD
7.83021364241e-07,Southwest New York nonmetropolitan area
0.0953706688184,Bloomington, IL
4.02459295386e-12,Bowling Green, KY
4.15346597884e-07,Jacksonville, FL
0.101781426849,Jackson, MI
0.34533348518,Fort Worth-Arlington, TX Metropolitan Division
2.3578420024e-12,Las Vegas-Henderson-Paradise, NV
0.0557806141753,Mansfield, OH
1.30137482405e-17,New York-Newark-Jersey City, NY-NJ-PA
0.154084241924,Brownsville-Harlingen, TX
0.0950641067577,Albuquerque, NM
0.285303453743,Abilene, TX
0.10504683649,Boise City, ID
1.53346270945e-06,Milwaukee-Waukesha-West Allis, WI
1.61884574396e-06,Kalamazoo-Portage, MI
0.0978778106042,Muskegon, MI
4.37111042497e-10,Buffalo-Cheektowaga-Niagara Falls, NY
4.34703363081e-13,West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division
0.0932755311027,Bloomington, IN
8.26773189107e-13,Fayetteville-Springdale-Rogers, AR-MO
1.33557052723e-12,Palm Bay-Melbourne-Titusville, FL
0.132758189951,Longview, WA
1.94157205472e-07,Houston-The Woodlands-Sugar Land, TX
1.83496767779e-13,Hilton Head Island-Bluffton-Beaufort, SC
2.62738795258e-13,Miami-Fort Lauderdale-West Palm Beach, FL
0.104657257018,Rocky Mount, NC
0.0390148702683,Southeast Minnesota nonmetropolitan area
0.165016321532,East Kentucky nonmetropolitan area
4.95671427278e-14,San Francisco-Redwood City-South San Francisco, CA Metropolitan Division
0.12311298347,Duluth, MN-WI
0.0292569168983,Barnstable Town, MA
0.0950382810043,Colorado Springs, CO
1.32741196881e-12,Seattle-Bellevue-Everett, WA Metropolitan Division
0.101827731765,Dover, DE
1.43822919244e-07,Charlottesville, VA
0.0854784494545,Midland, TX
0.184269645572,South Central Kentucky nonmetropolitan area
0.21890383558,Racine, WI
0.0880307618123,Elizabethtown-Fort Knox, KY
0.108876351935,Cheyenne, WY
0.0658460620352,Auburn-Opelika, AL
0.0698412587932,Reno, NV
0.0814185479857,Champaign-Urbana, IL
0.115386119582,Yuba City, CA
0.16757207251,Central Kentucky nonmetropolitan area
0.052513316323,Louisville/Jefferson County, KY-IN
0.108074958064,Des Moines-West Des Moines, IA
0.207807086309,Burlington, NC
0.134878188637,Lake County-Kenosha County, IL-WI Metropolitan Division
0.0285673581779,Central Washington nonmetropolitan area
0.276400027136,Akron, OH
0.0422150349972,Gainesville, FL
4.6736402182e-07,Leominster-Gardner, MA
0.149413655396,Greeley, CO
9.28399774254e-07,East Central New York nonmetropolitan area
0.123203109664,Kingston, NY
5.62022887683e-12,South Bend-Mishawaka, IN-MI
0.0646888034939,Raleigh, NC
0.0648231121832,Columbia, SC
6.91303027821e-07,Cape Coral-Fort Myers, FL
0.093698686292,Lower Savannah South Carolina nonmetropolitan area
9.54912319536e-08,Birmingham-Hoover, AL
3.62675838532e-07,Visalia-Porterville, CA
0.14797720801,Waterbury, CT
0.0216903156297,Youngstown-Warren-Boardman, OH-PA
0.0546197095565,Lincoln, NE
2.80065356845e-13,Bridgeport-Stamford-Norwalk, CT
5.33699061494e-08,San Diego-Carlsbad, CA
0.093936093215,Chattanooga, TN-GA
1.41467747413e-12,Anniston-Oxford-Jacksonville, AL
4.28284413373e-07,Haverhill-Newburyport-Amesbury Town, MA-NH NECTA Division
2.57912631447e-13,Oakland-Hayward-Berkeley, CA Metropolitan Division
0.459058426419,Cape Girardeau, MO-IL
2.83954427012e-07,Tacoma-Lakewood, WA Metropolitan Division
0.375460018691,Grand Forks, ND-MN
6.50292557169e-13,Staunton-Waynesboro, VA
0.0586460677255,Asheville, NC
0.0672841473381,Valdosta, GA
0.0935415245805,Eugene, OR
1.14499721129,Gary, IN Metropolitan Division
0.145288922401,Columbus, OH
0.161348197911,Portsmouth, NH-ME
3.66342165196e-07,Jacksonville, NC
0.0991085279021,Durham-Chapel Hill, NC
0.0482758394587,Santa Rosa, CA
0.309736013283,Athens-Clarke County, GA
0.073349020722,Peoria, IL
0.0778904561243,Lubbock, TX
1.96309961423e-07,Chambersburg-Waynesboro, PA
3.65216275681e-07,College Station-Bryan, TX
0.0425982904228,Worcester, MA-CT
0.092033234429,El Centro, CA
0.119397558119,Walla Walla, WA
7.35013193417e-13,Riverside-San Bernardino-Ontario, CA
0.106780608695,Waco, TX
0.0826618198437,Merced, CA
1.81579858534e-07,Lafayette-West Lafayette, IN
0.0739098314258,Redding, CA
0.241677727462,Binghamton, NY
6.69301758043e-07,Providence-Warwick, RI-MA
0.174918379307,Kokomo, IN
0.076828119527,Farmington, NM
0.119143212151,Mankato-North Mankato, MN
0.130569308752,Longview, TX
0.639499343134,Michigan City-La Porte, IN
0.0596605101114,Northwest Wyoming nonmetropolitan area
5.86846713321e-14,Los Angeles-Long Beach-Glendale, CA Metropolitan Division
0.0880946978774,Upper Savannah South Carolina nonmetropolitan area
0.242561232142,Panama City, FL
0.163665145842,Los Alamos County, New Mexico nonmetropolitan area
0.0705389187417,Southwest Wyoming nonmetropolitan area
0.101426347334,Lansing-East Lansing, MI
6.53305029074e-12,Indianapolis-Carmel-Anderson, IN
0.0547447597292,Boulder, CO
0.0386271786356,Santa Fe, NM
1.5477942903e-13,Anaheim-Santa Ana-Irvine, CA Metropolitan Division
0.315751161657,Shreveport-Bossier City, LA
0.378231394744,Omaha-Council Bluffs, NE-IA
1.13612866249e-12,Dallas-Plano-Irving, TX Metropolitan Division
7.66237472065e-07,Greenville, NC
0.264698964909,Jefferson City, MO
0.0489706774982,Lafayette, LA
8.73566247052e-08,North Port-Sarasota-Bradenton, FL
0.0688749684607,Sebastian-Vero Beach, FL
