mean,regionname
1.14997002044e-12,Chicago-Naperville-Elgin, IL-IN-WI
0.110469142157,Grand Junction, CO
7.02448692053e-07,Cape Coral-Fort Myers, FL
1.03693901487e-16,Allentown-Bethlehem-Easton, PA-NJ
0.0472508046021,Ocean City, NJ
0.11119385516,Bakersfield, CA
0.0718169437993,Wilmington, DE-MD-NJ Metropolitan Division
0.128088478896,Memphis, TN-MS-AR
2.43562747297e-06,Harrisburg-Carlisle, PA
0.186262434326,Duluth, MN-WI
0.085969562291,New Haven, CT
0.114845502333,Davenport-Moline-Rock Island, IA-IL
1.03880379733e-07,Parkersburg-Vienna, WV
0.305271713684,Rochester, MN
0.141185568375,Albany, GA
3.29146408857e-06,York-Hanover, PA
0.0245277453502,Great Falls, MT
0.312494724709,Kansas City, MO-KS
0.191789340944,Los Alamos County, New Mexico nonmetropolitan area
0.353037367221,Abilene, TX
1.56096770523e-06,California-Lexington Park, MD
1.0008794156e-06,Olympia-Tumwater, WA
0.202310747705,Monroe, MI
0.118752322781,Elizabethtown-Fort Knox, KY
0.095744067139,Dalton, GA
2.88760724115e-12,Las Vegas-Henderson-Paradise, NV
0.122446259817,Pittsfield, MA
8.62823848639e-07,Spokane-Spokane Valley, WA
3.27358747475e-07,Stockton-Lodi, CA
0.176517422646,Idaho Falls, ID
6.94672804943e-18,Chicago-Naperville-Arlington Heights, IL Metropolitan Division
0.162056261363,Punta Gorda, FL
1.45043639387e-12,Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division
0.0959557540769,Peoria, IL
0.256171439776,East Kentucky nonmetropolitan area
0.118370719523,El Centro, CA
9.55607912734e-07,Austin-Round Rock, TX
0.170217942567,Brownsville-Harlingen, TX
0.0131933316403,Piedmont North Carolina nonmetropolitan area
1.38929967566e-12,Seattle-Bellevue-Everett, WA Metropolitan Division
0.390286602513,Fort Worth-Arlington, TX Metropolitan Division
0.161187216684,San Juan-Carolina-Caguas, PR
0.142130748659,Springfield, MO
6.22571068843e-18,New York-Jersey City-White Plains, NY-NJ Metropolitan Division
0.264548141984,Florence, SC
0.142514000151,Syracuse, NY
0.150121872414,Lynchburg, VA
0.0711023070654,Alexandria, LA
0.09500012633,Champaign-Urbana, IL
4.87321858394e-07,Jacksonville, FL
5.12591752433e-13,Peabody-Salem-Beverly, MA NECTA Division
0.0619807371075,Lafayette, LA
7.80006112572e-13,New Orleans-Metairie, LA
5.43597041121e-08,San Diego-Carlsbad, CA
0.294501661324,Kennewick-Richland, WA
0.0641325581068,Prescott, AZ
3.04507361445e-07,Fort Wayne, IN
0.250546203694,Burlington, NC
1.23463578112e-11,Detroit-Warren-Dearborn, MI
0.0920360874841,Sebring, FL
0.0879205832109,Pensacola-Ferry Pass-Brent, FL
0.192868043101,Albany, OR
0.161131127559,Columbus, OH
0.0459880138266,Boulder, CO
0.228910096002,Central Kentucky nonmetropolitan area
0.0938759967539,Grants Pass, OR
8.64484790665e-08,North Port-Sarasota-Bradenton, FL
0.108003572679,Northeast Wyoming nonmetropolitan area
7.77286133447e-07,Providence-Warwick, RI-MA
2.5607767562e-13,Boston-Cambridge-Nashua, MA-NH
0.38472663341,Shreveport-Bossier City, LA
0.100465002799,Fresno, CA
0.0992639524002,Ocala, FL
3.95342401666e-18,Nashville-Davidson--Murfreesboro--Franklin, TN
0.127166792578,Decatur, AL
0.0806318544084,Auburn-Opelika, AL
0.0920741404557,Jonesboro, AR
0.0456734535398,Southeast Missouri nonmetropolitan area
5.89433279997e-07,Daphne-Fairhope-Foley, AL
0.323994154525,Wenatchee, WA
0.0937934115461,Modesto, CA
0.306809347903,Racine, WI
0.162467562016,Philadelphia, PA Metropolitan Division
0.136574285917,Jackson, MI
0.542448323243,Gulfport-Biloxi-Pascagoula, MS
0.109254120068,Yuma, AZ
0.164064281523,Longview, TX
3.39237376233e-13,Phoenix-Mesa-Scottsdale, AZ
1.94023908979e-06,Kalamazoo-Portage, MI
0.141660271241,Yuba City, CA
0.149377700578,Brunswick, GA
1.54517804055e-07,Central-Southeastern Wyoming nonmetropolitan area
5.52177993889e-07,Leominster-Gardner, MA
0.17179684198,Lancaster, PA
0.701991340407,Clarksville, TN-KY
0.0433914838253,Southeast Coastal North Carolina nonmetropolitan area
6.64780052338e-18,Deltona-Daytona Beach-Ormond Beach, FL
0.102499335148,Nassau County-Suffolk County, NY Metropolitan Division
0.183157093095,Columbus, IN
2.85411380961e-12,Charlotte-Concord-Gastonia, NC-SC
0.130401371425,Bloomington, IL
0.329339607185,Topeka, KS
0.0665472993136,Tuscaloosa, AL
0.0655771313182,Huntsville, AL
0.0790855772702,Southeast Alaska nonmetropolitan area
9.20470982562e-13,Lynn-Saugus-Marblehead, MA NECTA Division
1.02132610589e-06,Pittsburgh, PA
0.239473866714,South Central Kentucky nonmetropolitan area
0.108589227654,Merced, CA
0.050538001036,Santa Rosa, CA
0.11324342781,Chattanooga, TN-GA
0.123402798348,Las Cruces, NM
4.99915023155e-07,Haverhill-Newburyport-Amesbury Town, MA-NH NECTA Division
0.0944459574941,Odessa, TX
0.0392872908971,Northwest Washington nonmetropolitan area
0.0870512813658,Fort Collins, CO
0.0377789884117,Santa Cruz-Watsonville, CA
2.96566471659e-13,San Francisco-Oakland-Hayward, CA
0.0680435531792,Richmond, VA
3.55208154622e-12,Hartford-West Hartford-East Hartford, CT
0.340115297741,Jefferson City, MO
1.06351324864e-12,Dallas-Plano-Irving, TX Metropolitan Division
8.48591701037e-07,Greenville, NC
9.39684192545e-07,Killeen-Temple, TX
0.0982867917299,Durham-Chapel Hill, NC
1.7970973726,Gary, IN Metropolitan Division
0.124677534248,Lower Savannah South Carolina nonmetropolitan area
0.137755275679,Springfield, IL
0.0665204708605,Medford, OR
0.0420345158486,San Rafael, CA Metropolitan Division
3.38228220709e-07,Augusta-Richmond County, GA-SC
1.15827428619e-12,Portland-Vancouver-Hillsboro, OR-WA
0.588883256867,Hammond, LA
0.286723064627,Rochester, NY
0.119595622199,Provo-Orem, UT
0.0906779062203,Portland-South Portland, ME
5.43027118955e-10,Buffalo-Cheektowaga-Niagara Falls, NY
0.128558942579,Jackson, MS
0.0655680799159,Reading, PA
0.194989764726,Pueblo, CO
0.374974152368,Lawrence, KS
0.938433484545,Michigan City-La Porte, IN
5.96732933557e-13,Sacramento--Roseville--Arden-Arcade, CA
2.65541583843e-13,Bridgeport-Stamford-Norwalk, CT
1.10374776726e-12,Taunton-Middleborough-Norton, MA NECTA Division
0.0595805788942,Mansfield, OH
0.118721050773,Elgin, IL Metropolitan Division
0.0553292507646,Southeast Minnesota nonmetropolitan area
2.96404243783e-07,Spartanburg, SC
0.152225364521,Walla Walla, WA
3.11002572869e-14,Miami-Miami Beach-Kendall, FL Metropolitan Division
0.114393539379,State College, PA
0.104835690445,Wichita Falls, TX
0.045766281638,Napa, CA
0.0514635259497,Southeast Alabama nonmetropolitan area
0.0516167925724,Southeast Kansas nonmetropolitan area
0.131245550514,Cincinnati, OH-KY-IN
-,Midland, TX
0.222892788284,Kokomo, IN
0.292333547865,Toledo, OH
0.0549035101463,Southeast Oklahoma nonmetropolitan area
0.114347987621,Ithaca, NY
0.0959175181193,Madison, WI
0.0950837653242,Winston-Salem, NC
0.110821249328,Lebanon, PA
0.106179136649,Salisbury, MD-DE
7.25033622549e-12,Indianapolis-Carmel-Anderson, IN
0.307779400978,Binghamton, NY
0.328565558929,Bay City, MI
0.245011327168,West Kentucky nonmetropolitan area
0.0393332006732,East Washington nonmetropolitan area
0.271107858046,Hot Springs, AR
0.553167154656,Grand Forks, ND-MN
0.330294001494,Niles-Benton Harbor, MI
0.0479130740861,Sierra Vista-Douglas, AZ
0.156911675609,Savannah, GA
0.0800574865346,Erie, PA
0.130518883694,Rocky Mount, NC
8.47217846225e-08,Vallejo-Fairfield, CA
7.30854031168e-08,Santa Maria-Santa Barbara, CA
0.090298483355,Danbury, CT
1.07796173563e-06,Southwest New York nonmetropolitan area
2.58902626387e-07,New Bedford, MA
0.0488579933653,Southeast Idaho nonmetropolitan area
0.0720339841435,Ann Arbor, MI
3.38876894215e-07,Hanford-Corcoran, CA
8.10318687385e-18,McAllen-Edinburg-Mission, TX
0.151844076954,Mobile, AL
0.11043482778,Missoula, MT
0.166696684631,Casper, WY
1.12919268511e-07,Huntington-Ashland, WV-KY-OH
1.64675066424e-12,Brockton-Bridgewater-Easton, MA NECTA Division
0.0856048910711,Valdosta, GA
3.05138413092e-13,Oakland-Hayward-Berkeley, CA Metropolitan Division
0.0721400981507,Montgomery, AL
0.241916930593,Bellingham, WA
2.49071714327e-07,Kingsport-Bristol-Bristol, TN-VA
0.193525760601,Terre Haute, IN
5.5098838716e-07,Grand Rapids-Wyoming, MI
0.130117671394,Lansing-East Lansing, MI
0.100726948077,Corvallis, OR
0.102465483568,Tulsa, OK
2.59007624601e-07,Carson City, NV
3.64063935652e-07,Tacoma-Lakewood, WA Metropolitan Division
0.276021548222,Panama City, FL
0.0614152155486,Wilmington, NC
1.06635790233e-11,Greenville-Anderson-Mauldin, SC
3.12987029532e-06,Elkhart-Goshen, IN
0.219014514218,Appleton, WI
0.120494787097,Des Moines-West Des Moines, IA
9.90338068632e-14,Los Angeles-Long Beach-Anaheim, CA
0.155300724917,Columbus, GA-AL
2.72309260016e-12,Baltimore-Columbia-Towson, MD
0.108543453918,Johnstown, PA
0.110099002745,Knoxville, TN
2.90739964585e-07,Lakeland-Winter Haven, FL
6.36481399032e-13,Crestview-Fort Walton Beach-Destin, FL
1.17836696845e-06,East Central New York nonmetropolitan area
0.103442446191,Southwest Wyoming nonmetropolitan area
5.61521412394e-11,Detroit-Dearborn-Livonia, MI Metropolitan Division
2.6718593406e-07,Chambersburg-Waynesboro, PA
0.104454207939,Warner Robins, GA
0.398614109271,Lexington-Fayette, KY
0.0433063357016,Southeast Mississippi nonmetropolitan area
2.76285582884e-07,Lafayette-West Lafayette, IN
0.146659856316,Yakima, WA
0.263285466426,Trenton, NJ
1.41010431176e-07,Charlottesville, VA
5.65043509659e-14,San Jose-Sunnyvale-Santa Clara, CA
0.181258442164,Rockford, IL
0.50392218563,Dutchess County-Putnam County, NY Metropolitan Division
-,Decatur, IL
5.66527186283e-07,Hickory-Lenoir-Morganton, NC
0.102385436068,Watertown-Fort Drum, NY
0.0303313444549,Danville, IL
4.54141773762e-07,Jacksonville, NC
1.61588076288e-06,Dallas-Fort Worth-Arlington, TX
0.126648305808,Springfield, OH
0.0905836719491,Cleveland, TN
0.325202223232,Fargo, ND-MN
1.43325340155e-12,Palm Bay-Melbourne-Titusville, FL
0.367127436237,Sumter, SC
0.0412728887134,Southwest Washington nonmetropolitan area
4.97265079071e-13,Denver-Aurora-Lakewood, CO
0.12264454609,Muskegon, MI
0.17905581754,Hattiesburg, MS
0.089236571638,Charleston, WV
1.6808427148e-12,Virginia Beach-Norfolk-Newport News, VA-NC
0.248943070237,Florence-Muscle Shoals, AL
1.42583834977e-12,Washington-Arlington-Alexandria, DC-VA-MD-WV
2.26146073961e-12,Lowell-Billerica-Chelmsford, MA-NH NECTA Division
0.0505609558388,Southeast Iowa nonmetropolitan area
0.127031196687,Farmington, NM
2.38294748764e-06,Salt Lake City, UT
8.94822528032e-13,Orlando-Kissimmee-Sanford, FL
0.108444328164,Bloomington, IN
1.05843849592e-06,Capital/Northern New York nonmetropolitan area
0.11950510952,Beaumont-Port Arthur, TX
0.19948497454,Eau Claire, WI
0.114942759838,Anchorage, AK
0.0649427581063,Louisville/Jefferson County, KY-IN
1.48336748695e-07,Tampa-St. Petersburg-Clearwater, FL
0.0753195244684,Chico, CA
0.294398657997,Akron, OH
1.03120371595e-18,Warren-Troy-Farmington Hills, MI Metropolitan Division
0.155677597696,Cheyenne, WY
0.0869092508893,Tucson, AZ
0.0973767183261,Colorado Springs, CO
2.02301050304e-13,San Luis Obispo-Paso Robles-Arroyo Grande, CA
0.326865525525,Bismarck, ND
0.104121041627,Roanoke, VA
0.172167626588,Portsmouth, NH-ME
0.0355915539211,Central Washington nonmetropolitan area
3.75368274382e-19,Atlanta-Sandy Springs-Roswell, GA
0.112205063617,Waco, TX
1.25689611162e-06,Salinas, CA
0.416076663223,Grand Island, NE
4.36329953988e-12,Lawrence-Methuen Town-Salem, MA-NH NECTA Division
5.52661925018e-07,Lewiston-Auburn, ME
4.88164830404e-07,Minneapolis-St. Paul-Bloomington, MN-WI
0.119513694791,Jackson, TN
0.0851247670845,Northwest Wyoming nonmetropolitan area
0.117495573903,Wichita, KS
0.190097133271,Waterbury, CT
0.0808085423768,Lubbock, TX
1.6594939962e-12,Seattle-Tacoma-Bellevue, WA
0.406163262702,Athens-Clarke County, GA
3.57392134097e-13,Silver Spring-Frederick-Rockville, MD Metropolitan Division
0.351180619485,Scranton--Wilkes-Barre--Hazleton, PA
6.77510153103e-14,Boston-Cambridge-Newton, MA NECTA Division
1.07876018067e-07,Birmingham-Hoover, AL
0.0380059813184,Santa Fe, NM
0.0501011559709,Southeast Nebraska nonmetropolitan area
0.0704767739555,Columbia, MO
0.0946365186765,Redding, CA
2.82510462521e-13,Kahului-Wailuku-Lahaina, HI
0.113967569235,Albuquerque, NM
4.44704854744e-07,Canton-Massillon, OH
2.10308373206e-13,Hilton Head Island-Bluffton-Beaufort, SC
0.166705702585,Monroe, LA
0.0809672495861,Midland, MI
1.01017791622e-06,Burlington-South Burlington, VT
0.25435463701,Vineland-Bridgeton, NJ
0.104581510053,Salem, OR
0.224759477372,Baton Rouge, LA
0.106726363255,Dayton, OH
0.234019093359,Victoria, TX
0.0910268591354,Charleston-North Charleston, SC
6.46092144632e-12,South Bend-Mishawaka, IN-MI
0.0565068888621,Worcester, MA-CT
0.196298531175,Glens Falls, NY
0.131043789846,Myrtle Beach-Conway-North Myrtle Beach, SC-NC
2.2465800041e-07,Mount Vernon-Anacortes, WA
0.0645445161998,Raleigh, NC
5.78402875719e-14,Los Angeles-Long Beach-Glendale, CA Metropolitan Division
1.34633699925e-13,Anaheim-Santa Ana-Irvine, CA Metropolitan Division
0.16103022442,Lake County-Kenosha County, IL-WI Metropolitan Division
0.0703807613873,Sebastian-Vero Beach, FL
0.179331323482,Muncie, IN
0.100440132877,Newark, NJ-PA Metropolitan Division
1.260268411e-06,Green Bay, WI
0.0279246213125,Washington Parish, Louisiana nonmetropolitan area
0.083802322466,Framingham, MA NECTA Division
1.16154915764e-12,Fayetteville-Springdale-Rogers, AR-MO
0.137305789128,Little Rock-North Little Rock-Conway, AR
9.1123745196e-13,Riverside-San Bernardino-Ontario, CA
0.46189224228,Omaha-Council Bluffs, NE-IA
3.6891263875e-07,Montgomery County-Bucks County-Chester County, PA Metropolitan Division
2.83238207764e-07,Bend-Redmond, OR
5.15912212483e-12,Bowling Green, KY
4.33672229494e-14,Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division
0.0844891059221,Fayetteville, NC
0.0788464105007,Columbia, SC
0.0668320313335,Asheville, NC
0.199891859371,Hagerstown-Martinsburg, MD-WV
0.15891340697,Kingston, NY
0.0819868160389,Tyler, TX
0.0848489096957,Reno, NV
9.36649455151e-13,Staunton-Waynesboro, VA
0.191524822317,Lewiston, ID-WA
0.100274225253,Nantucket Island and Martha's Vineyard nonmetropolitan area
3.80511426888e-11,Greensboro-High Point, NC
