mean,regionname
1.89712379679e-12,Lynn-Saugus-Marblehead, MA NECTA Division
0.316875930557,Elizabethtown-Fort Knox, KY
0.496541531128,Hagerstown-Martinsburg, MD-WV
2.24374420207e-13,San Jose-Sunnyvale-Santa Clara, CA
1.36496147444e-12,Peabody-Salem-Beverly, MA NECTA Division
5.62513891543e-13,San Luis Obispo-Paso Robles-Arroyo Grande, CA
0.694363166515,Abilene, TX
0.166919776067,Alexandria, LA
2.28831734849e-06,Killeen-Temple, TX
0.0784043922808,Southeast Kansas nonmetropolitan area
3.22308030463e-13,Los Angeles-Long Beach-Anaheim, CA
0.235573771423,El Paso, TX
4.64649818985e-13,Anaheim-Santa Ana-Irvine, CA Metropolitan Division
0.394042750109,Eau Claire, WI
0.761941879282,Kennewick-Richland, WA
0.337647425944,Albany, GA
2.12870590512e-07,Santa Maria-Santa Barbara, CA
0.251807065276,Peoria, IL
1.2192436872,Dutchess County-Putnam County, NY Metropolitan Division
6.13803679071e-07,Kingsport-Bristol-Bristol, TN-VA
0.375820887302,Pueblo, CO
9.84232835454e-07,Montgomery County-Bucks County-Chester County, PA Metropolitan Division
7.91214479238e-12,Lowell-Billerica-Chelmsford, MA-NH NECTA Division
0.299605040264,Dover, DE
0.327330501656,Jackson, MI
0.576163303599,Racine, WI
0.254348186259,Winston-Salem, NC
0.205963220302,Sebring, FL
0.416169428102,Glens Falls, NY
0.334281790172,Albany, OR
0.136208673055,Asheville, NC
0.803198435768,Niles-Benton Harbor, MI
0.595992198266,Bismarck, ND
0.206880827174,Portland-South Portland, ME
0.295875066448,Dayton, OH
0.119200874817,San Rafael, CA Metropolitan Division
0.302786932056,Memphis, TN-MS-AR
0.219404778245,Montgomery, AL
0.130003581739,Gainesville, GA
0.0578577740098,Youngstown-Warren-Boardman, OH-PA
0.236773364504,Champaign-Urbana, IL
0.25329620342,Casper, WY
3.09052055976e-12,Chicago-Naperville-Elgin, IL-IN-WI
0.189411807461,Midland, MI
1.09472533714,Fort Worth-Arlington, TX Metropolitan Division
1.37544981268e-10,Detroit-Dearborn-Livonia, MI Metropolitan Division
1.56396937996e-06,Daphne-Fairhope-Foley, AL
0.340091053322,Longview, WA
0.333071024227,Decatur, AL
0.293292155715,Rocky Mount, NC
0.165347662136,Erie, PA
0.302402869039,Newark, NJ-PA Metropolitan Division
0.416432091729,Columbus, GA-AL
0.28854402299,Provo-Orem, UT
2.7971492539e-07,Birmingham-Hoover, AL
0.371685885027,Lancaster, PA
0.14891768122,Wilmington, NC
0.790511769354,Kansas City, MO-KS
0.365447703015,Brunswick, GA
0.34502727902,Bloomington, IL
0.494315398027,Bellingham, WA
3.98267828447e-17,New York-Newark-Jersey City, NY-NJ-PA
0.118503343179,Gainesville, FL
0.0978351941037,Southeast Coastal North Carolina nonmetropolitan area
1.14752502031e-13,Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division
1.31349432376e-11,South Bend-Mishawaka, IN-MI
8.48546748473e-07,Augusta-Richmond County, GA-SC
0.354262730161,Duluth, MN-WI
1.21555478972e-06,Haverhill-Newburyport-Amesbury Town, MA-NH NECTA Division
0.104347773627,Urban Honolulu, HI
0.127857887982,Northwest Wyoming nonmetropolitan area
0.205095368874,Auburn-Opelika, AL
0.929622491819,Lexington-Fayette, KY
2.20444322066e-12,Riverside-San Bernardino-Ontario, CA
4.73789072169e-06,Dallas-Fort Worth-Arlington, TX
0.778499186907,Vineland-Bridgeton, NJ
0.651534100585,Burlington, NC
0.330409555595,Little Rock-North Little Rock-Conway, AR
0.217017749044,Anchorage, AK
2.46059584762e-06,Green Bay, WI
0.655724023479,Topeka, KS
0.0835525630459,Barnstable Town, MA
0.334435183452,Manchester, NH
5.58127413159e-06,Salt Lake City, UT
0.297863192213,Upper Savannah South Carolina nonmetropolitan area
0.243715464166,Eugene, OR
0.382520857826,Victoria, TX
0.119956676635,Southeast Minnesota nonmetropolitan area
0.349685700852,Elgin, IL Metropolitan Division
0.360856315523,Springfield, OH
1.8516337805e-06,Evansville, IN-KY
6.50206155431e-06,York-Hanover, PA
1.18846836464e-12,West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division
1.63542234187e-06,Cape Coral-Fort Myers, FL
0.238525109891,Nassau County-Suffolk County, NY Metropolitan Division
2.3622247529e-11,Greenville-Anderson-Mauldin, SC
0.26052465674,Salisbury, MD-DE
0.2552580016,El Centro, CA
0.267170115795,Wichita, KS
0.470554718274,Columbus, OH
0.198803843302,Raleigh, NC
0.198741101006,New Haven, CT
0.187041047127,Watertown-Fort Drum, NY
0.0787449847755,Southeast Oklahoma nonmetropolitan area
0.254970201352,Fort Collins, CO
3.71688005426e-06,Milwaukee-Waukesha-West Allis, WI
0.208892684862,Winchester, VA-WV
0.244490361018,Jackson, TN
4.57110152221e-12,Palm Bay-Melbourne-Titusville, FL
0.248649831001,Grants Pass, OR
0.457134732663,Portsmouth, NH-ME
0.0946888400941,Lafayette, LA
0.230968569612,Grand Junction, CO
0.329838712632,Yuba City, CA
0.163077313189,Tyler, TX
0.320515614166,Greeley, CO
0.299178423446,Monroe, LA
0.773520106406,Akron, OH
0.174750064409,Chico, CA
1.72881960808,Clarksville, TN-KY
0.24236933672,Knoxville, TN
0.279717621012,Bakersfield, CA
2.58234998723e-12,Fayetteville-Springdale-Rogers, AR-MO
0.616218869225,Kokomo, IN
0.165385524329,Charleston, WV
2.93187673662e-06,Ogden-Clearfield, UT
0.20738969732,Redding, CA
0.170903524108,Jonesboro, AR
0.211280662441,Wilmington, DE-MD-NJ Metropolitan Division
2.00639500314e-06,Providence-Warwick, RI-MA
3.40371425754e-06,Salinas, CA
2.07329833176e-06,Central New York nonmetropolitan area
0.108700094685,Southeast Nebraska nonmetropolitan area
2.13939628854e-06,Burlington-South Burlington, VT
4.16642807178e-12,Anniston-Oxford-Jacksonville, AL
0.0726177883453,Central Washington nonmetropolitan area
0.144365301263,Flagstaff, AZ
0.764697308267,Athens-Clarke County, GA
0.247898225286,Salem, OR
0.208556477956,Ocala, FL
0.209567741498,Merced, CA
2.02803999887e-12,Crestview-Fort Walton Beach-Destin, FL
0.457313001997,Lake County-Kenosha County, IL-WI Metropolitan Division
0.753811346616,Grand Island, NE
1.21912405956e-06,Hickory-Lenoir-Morganton, NC
1.0561740741e-06,Lewiston-Auburn, ME
0.240972585876,Cleveland, TN
0.400668311426,Springfield, IL
0.272461401146,Waco, TX
0.202771099224,Farmington, NM
1.11926053517e-06,Leominster-Gardner, MA
1.44387811093e-13,San Francisco-Redwood City-South San Francisco, CA Metropolitan Division
0.413525953434,Baton Rouge, LA
0.524398060474,Hot Springs, AR
0.231930119173,Corpus Christi, TX
0.144974164842,Odessa, TX
0.110022663523,Ocean City, NJ
1.03950360645,Omaha-Council Bluffs, NE-IA
0.189435807677,Richmond, VA
0.274362354987,Decatur, IL
1.65888211162,Michigan City-La Porte, IN
1.97278601752e-07,Huntington-Ashland, WV-KY-OH
5.67087841556e-13,Oxnard-Thousand Oaks-Ventura, CA
0.315946656745,Wichita Falls, TX
4.32374240806e-12,Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division
1.24825179929e-06,Jacksonville, FL
0.25490395368,State College, PA
7.73256446339e-07,Hanford-Corcoran, CA
5.56789746315e-07,Bend-Redmond, OR
0.201926482063,Ann Arbor, MI
0.312365773237,Yakima, WA
0.408579389812,West Kentucky nonmetropolitan area
0.151035713933,Tallahassee, FL
2.41115789885e-07,Vallejo-Fairfield, CA
1.84328974846e-13,Los Angeles-Long Beach-Glendale, CA Metropolitan Division
2.0586893323e-12,Staunton-Waynesboro, VA
0.709754804322,Panama City, FL
0.265357120768,Jackson, MS
0.134339294029,Lincoln, NE
0.269421600053,Lansing-East Lansing, MI
7.32463199376e-13,Boston-Cambridge-Nashua, MA-NH
0.175706939393,Columbia, SC
4.32461400581e-07,Charlottesville, VA
0.177370740212,Valdosta, GA
1.36778180854e-12,Denver-Aurora-Lakewood, CO
0.126402599988,Mansfield, OH
0.167100521558,Lubbock, TX
2.9148734501e-12,Taunton-Middleborough-Norton, MA NECTA Division
0.409656535249,Philadelphia, PA Metropolitan Division
1.27757999031e-06,Grand Rapids-Wyoming, MI
0.905315552091,Sumter, SC
2.34975058479e-07,Central-Southeastern Wyoming nonmetropolitan area
0.468646109588,Waterbury, CT
1.00237355753e-06,Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
1.65569024617e-12,New Orleans-Metairie, LA
1.17079835673e-06,Minneapolis-St. Paul-Bloomington, MN-WI
0.288084563756,Mankato-North Mankato, MN
0.297774376995,Warner Robins, GA
7.00716906902e-07,Tacoma-Lakewood, WA Metropolitan Division
0.264740156332,Springfield, MO
0.681375238822,Scranton--Wilkes-Barre--Hazleton, PA
6.32129938921e-07,Carson City, NV
0.282497405168,Albuquerque, NM
0.146809734407,Southwest Wyoming nonmetropolitan area
-,Lawrence, KS
0.105140903115,Southeast Iowa nonmetropolitan area
1.0709231943e-12,Silver Spring-Frederick-Rockville, MD Metropolitan Division
0.851905038726,Shreveport-Bossier City, LA
0.255250342523,Fresno, CA
2.42952949722e-12,Orlando-Kissimmee-Sanford, FL
6.07654579721e-07,Lakeland-Winter Haven, FL
0.130276997576,Medford, OR
0.251397534879,Tucson, AZ
7.60510802236e-12,Baltimore-Columbia-Towson, MD
0.393372483238,Saginaw, MI
0.428814119186,Punta Gorda, FL
4.42756643143e-07,Mount Vernon-Anacortes, WA
1.90351587211e-06,Capital/Northern New York nonmetropolitan area
0.473495464673,Central Kentucky nonmetropolitan area
0.292580131947,Mobile, AL
0.210466985909,Tulsa, OK
0.82220472768,Binghamton, NY
0.0545765306126,Danville, IL
0.126581200657,Southeast Alaska nonmetropolitan area
6.17294326321e-06,Elkhart-Goshen, IN
0.233403899875,Framingham, MA NECTA Division
6.12651065355e-13,Kahului-Wailuku-Lahaina, HI
0.232246090613,Modesto, CA
0.230966605899,Beaumont-Port Arthur, TX
4.3315423722e-12,Brockton-Bridgewater-Easton, MA NECTA Division
1.46059319764e-17,Deltona-Daytona Beach-Ormond Beach, FL
9.779466113e-07,Visalia-Porterville, CA
0.100100134193,Southeast Mississippi nonmetropolitan area
0.593272646302,Cumberland, MD-WV
1.0989009742e-11,Bowling Green, KY
0.182557732267,Reno, NV
4.21074793528e-12,Virginia Beach-Norfolk-Newport News, VA-NC
4.90047955841e-13,Hilton Head Island-Bluffton-Beaufort, SC
1.03487833197e-06,Jacksonville, NC
2.77119364976e-06,Austin-Round Rock, TX
0.625159940523,Toledo, OH
2.26465127915e-06,Pittsburgh, PA
0.293640968587,Kingston, NY
0.418314623712,Hattiesburg, MS
5.03031199242e-12,Seattle-Tacoma-Bellevue, WA
0.232318943715,Lower Savannah South Carolina nonmetropolitan area
0.215874289375,Madison, WI
0.14559018187,Northeast Wyoming nonmetropolitan area
0.221964782653,Charleston-North Charleston, SC
0.23824298377,Johnstown, PA
0.494963772895,South Central Kentucky nonmetropolitan area
8.9154759279e-13,Phoenix-Mesa-Scottsdale, AZ
0.305781613127,Longview, TX
0.255287237723,Yuma, AZ
8.41470427995e-12,Albany-Schenectady-Troy, NY
0.197919584113,Pensacola-Ferry Pass-Brent, FL
0.959922314276,Hammond, LA
0.231142529692,Muskegon, MI
8.10013483408e-07,Canton-Massillon, OH
4.73882871833e-06,California-Lexington Park, MD
6.86631151605e-07,New Bedford, MA
0.337399698919,Cincinnati, OH-KY-IN
3.06002333381e-11,Detroit-Warren-Dearborn, MI
0.464257041599,Appleton, WI
2.9984948042e-07,Carbondale-Marion, IL
0.584241233453,Florence, SC
0.260866310617,Boise City, ID
9.16190327669e-18,Nashville-Davidson--Murfreesboro--Franklin, TN
5.51097772872e-06,Harrisburg-Carlisle, PA
0.0981004012065,Santa Cruz-Watsonville, CA
0.808297637142,Trenton, NJ
0.267297669768,Bloomington, IN
0.32501702365,Walla Walla, WA
2.18937542962e-06,Cleveland-Elyria, OH
0.152732009937,Columbia, MO
1.91233382526e-06,Greenville, NC
0.272905868215,Davenport-Moline-Rock Island, IA-IL
6.9868083175e-13,Miami-Fort Lauderdale-West Palm Beach, FL
0.150787559563,Sierra Vista-Douglas, AZ
0.26370787573,Cheyenne, WY
0.210731591043,Lebanon, PA
1.85426948371e-13,Boston-Cambridge-Newton, MA NECTA Division
0.308473641025,Ithaca, NY
0.989005613118,Cape Girardeau, MO-IL
0.0791943637716,Northwest Washington nonmetropolitan area
0.568636161706,Florence-Muscle Shoals, AL
0.149343558133,Nantucket Island and Martha's Vineyard nonmetropolitan area
0.923218003586,Grand Forks, ND-MN
0.284197111946,Des Moines-West Des Moines, IA
0.341709962858,San Juan-Carolina-Caguas, PR
0.663944011757,Rochester, NY
0.280429184317,Chattanooga, TN-GA
8.114356363e-12,Charlotte-Concord-Gastonia, NC-SC
9.44528293108e-12,Hartford-West Hartford-East Hartford, CT
0.313688851831,Durham-Chapel Hill, NC
0.143734236815,Louisville/Jefferson County, KY-IN
1.58036496565e-12,Sacramento--Roseville--Arden-Arcade, CA
0.834005836265,Rochester, MN
1.01244362512e-06,College Station-Bryan, TX
0.397465696011,Idaho Falls, ID
0.309249747363,Syracuse, NY
0.314849744064,Lewiston, ID-WA
3.96391889669e-07,Tampa-St. Petersburg-Clearwater, FL
5.72196635159e-07,Spartanburg, SC
1.95720478132e-06,Southwest New York nonmetropolitan area
0.232519792429,Huntsville, AL
0.0813521232482,East Washington nonmetropolitan area
1.85871294467e-17,Chicago-Naperville-Arlington Heights, IL Metropolitan Division
7.06772565786e-12,Las Vegas-Henderson-Paradise, NV
0.416357857451,Rockford, IL
2.58499761259e-18,Warren-Troy-Farmington Hills, MI Metropolitan Division
8.83373758934e-13,San Francisco-Oakland-Hayward, CA
0.20691539843,Danbury, CT
0.0349802872372,Great Falls, MT
7.38361754631e-13,Bridgeport-Stamford-Norwalk, CT
0.454368714316,Muncie, IN
0.393169374117,Columbus, IN
7.78384970513e-14,Miami-Miami Beach-Kendall, FL Metropolitan Division
4.31785770128e-12,Seattle-Bellevue-Everett, WA Metropolitan Division
0.241112427626,Myrtle Beach-Conway-North Myrtle Beach, SC-NC
0.568163860511,Fargo, ND-MN
3.86397954785e-06,Kalamazoo-Portage, MI
2.22843836163e-06,East Central New York nonmetropolitan area
0.235188902127,Roanoke, VA
0.160748035412,Tuscaloosa, AL
6.39810980556e-07,Stockton-Lodi, CA
0.304136460033,Colorado Springs, CO
1.76601687298e-06,Spokane-Spokane Valley, WA
4.25927856833e-12,Washington-Arlington-Alexandria, DC-VA-MD-WV
