mean,regionname
2.26189474604e-12,Charlotte-Concord-Gastonia, NC-SC
0.0385721000252,Southeast Oklahoma nonmetropolitan area
7.38774223338e-07,Providence-Warwick, RI-MA
0.464870412972,Grand Forks, ND-MN
4.60053803262e-11,Detroit-Dearborn-Livonia, MI Metropolitan Division
0.0502391924544,Reading, PA
0.315424658431,Rochester, MN
0.151529634321,Pittsfield, MA
1.39381796807,Gary, IN Metropolitan Division
2.98714857071e-07,Stockton-Lodi, CA
0.12022560515,Decatur, AL
0.143954107981,Elgin, IL Metropolitan Division
0.0411095141107,Southeast Minnesota nonmetropolitan area
0.0955177518383,Nantucket Island and Martha's Vineyard nonmetropolitan area
0.107224047681,Rocky Mount, NC
1.80480290821e-07,Houston-The Woodlands-Sugar Land, TX
5.75971508512e-07,Daphne-Fairhope-Foley, AL
0.053244936151,Napa, CA
0.0957873461049,Missoula, MT
0.0109909720177,Piedmont North Carolina nonmetropolitan area
2.21718554714e-06,Harrisburg-Carlisle, PA
0.161678768463,Pueblo, CO
0.339746826089,Fort Worth-Arlington, TX Metropolitan Division
0.0393724923878,Southeast Alabama nonmetropolitan area
0.0682210790284,Montgomery, AL
0.0825490988906,Midland, TX
6.7606736981e-13,Sacramento--Roseville--Arden-Arcade, CA
0.0405344669703,Lafayette, LA
1.79043151381e-06,Kalamazoo-Portage, MI
6.59205443166e-08,San Diego-Carlsbad, CA
0.206784200803,Appleton, WI
0.124844072405,Brunswick, GA
0.271827603,Kansas City, MO-KS
0.0901408853269,Durham-Chapel Hill, NC
0.111377520966,Bloomington, IL
0.139281840891,Columbus, OH
0.287235258762,Abilene, TX
0.153121685546,Columbus, IN
0.168009162811,Monroe, MI
0.120853583711,Las Cruces, NM
4.23268039339e-13,West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division
0.0624646635287,Southeast Alaska nonmetropolitan area
8.39690619196e-13,Lynn-Saugus-Marblehead, MA NECTA Division
3.02874907483e-12,Las Vegas-Henderson-Paradise, NV
0.516413877918,Cape Girardeau, MO-IL
0.0322171853778,Northwest Washington nonmetropolitan area
0.0635360012577,Erie, PA
0.13661840086,Brownsville-Harlingen, TX
0.0364812369014,Santa Cruz-Watsonville, CA
3.13500311886e-12,Albany-Schenectady-Troy, NY
0.0409051586139,Southeast Idaho nonmetropolitan area
0.0967543856056,Merced, CA
9.79861920671e-07,Austin-Round Rock, TX
0.439083102154,Dutchess County-Putnam County, NY Metropolitan Division
0.157475387359,Duluth, MN-WI
0.126753659388,Casper, WY
0.160493565402,San Juan-Carolina-Caguas, PR
0.0383507149036,Southeast Kansas nonmetropolitan area
8.03589704319e-07,Killeen-Temple, TX
0.253469573388,Bellingham, WA
0.0423768884159,San Rafael, CA Metropolitan Division
0.127780069964,Albany, GA
0.0610626613078,Alexandria, LA
3.10450054405e-13,San Francisco-Oakland-Hayward, CA
0.337502402337,Sumter, SC
0.064394858958,Prescott, AZ
0.108620360334,Ithaca, NY
0.0562972809195,Wilmington, NC
1.21973078701e-12,Portland-Vancouver-Hillsboro, OR-WA
0.0788468121418,Pensacola-Ferry Pass-Brent, FL
0.108523867547,Des Moines-West Des Moines, IA
0.106800457378,Provo-Orem, UT
0.143463240765,Columbus, GA-AL
0.288074012501,Binghamton, NY
0.0688559362406,Northeast Wyoming nonmetropolitan area
2.55483157183e-07,Chambersburg-Waynesboro, PA
0.192874007201,South Central Kentucky nonmetropolitan area
2.42907521274e-13,Boston-Cambridge-Nashua, MA-NH
0.324445548853,Shreveport-Bossier City, LA
0.0989603842215,Jackson, MS
0.0409001960919,Santa Fe, NM
0.331017210989,Lawrence, KS
2.19671266979e-07,Kingsport-Bristol-Bristol, TN-VA
0.167631252502,Idaho Falls, ID
0.0974146173895,Davenport-Moline-Rock Island, IA-IL
6.04657339186e-18,McAllen-Edinburg-Mission, TX
3.37300334961e-12,Hartford-West Hartford-East Hartford, CT
0.0361538933128,Southeast Missouri nonmetropolitan area
0.227327937074,Florence, SC
0.349016897682,Jefferson City, MO
8.80566564334e-08,Huntington-Ashland, WV-KY-OH
1.05670555359e-12,Dallas-Plano-Irving, TX Metropolitan Division
2.22171242421e-13,San Luis Obispo-Paso Robles-Arroyo Grande, CA
0.115695129837,Cincinnati, OH-KY-IN
0.117815617638,Syracuse, NY
0.159968717154,Terre Haute, IN
0.123340910373,Longview, TX
3.30274248232e-13,Phoenix-Mesa-Scottsdale, AZ
1.07331721957e-07,Central-Southeastern Wyoming nonmetropolitan area
3.49221932511e-19,Atlanta-Sandy Springs-Roswell, GA
0.101405795604,Sebring, FL
0.455694498865,Hammond, LA
0.0840975680635,Winston-Salem, NC
0.0940352376154,Lebanon, PA
9.59490795943e-08,North Port-Sarasota-Bradenton, FL
0.0760305769744,Lubbock, TX
6.71956562445e-13,Crestview-Fort Walton Beach-Destin, FL
0.161486714579,Lancaster, PA
0.0689047183421,Southwest Wyoming nonmetropolitan area
1.45227040532e-12,Virginia Beach-Norfolk-Newport News, VA-NC
0.0590129107135,Santa Rosa, CA
0.195940908375,West Kentucky nonmetropolitan area
0.301841193607,Scranton--Wilkes-Barre--Hazleton, PA
0.108313888077,Savannah, GA
0.0421823804691,Southeast Iowa nonmetropolitan area
0.0340762790951,Southeast Mississippi nonmetropolitan area
8.46842810858e-08,Santa Maria-Santa Barbara, CA
0.255869327937,Toledo, OH
6.1667365233e-18,Chicago-Naperville-Arlington Heights, IL Metropolitan Division
0.196755039975,Eau Claire, WI
0.106353396635,Walla Walla, WA
0.0910131866831,Redding, CA
2.74544153842e-13,Kahului-Wailuku-Lahaina, HI
6.98019054955e-18,Deltona-Daytona Beach-Ormond Beach, FL
2.5980883089e-07,New Bedford, MA
0.17367260059,Rockford, IL
0.0788392858569,Ann Arbor, MI
3.12909732395e-07,Hanford-Corcoran, CA
2.9788306697e-14,Miami-Miami Beach-Kendall, FL Metropolitan Division
0.100940341689,Wichita Falls, TX
1.78201946881e-12,Brockton-Bridgewater-Easton, MA NECTA Division
1.82644375698e-13,Hilton Head Island-Bluffton-Beaufort, SC
3.11374211724e-13,Oakland-Hayward-Berkeley, CA Metropolitan Division
0.0921526234942,Modesto, CA
0.103637396314,Cleveland, TN
0.0994695917926,Yuma, AZ
0.0724199818936,Medford, OR
0.25198083205,Akron, OH
0.0347077907312,Southwest Washington nonmetropolitan area
0.0857591547253,Tulsa, OK
3.2414298065e-07,Carson City, NV
0.262157928164,Panama City, FL
0.113956265599,Waco, TX
0.265636179384,Rochester, NY
4.75590074207e-12,Lawrence-Methuen Town-Salem, MA-NH NECTA Division
0.0837430277883,Portland-South Portland, ME
0.0790240127857,Sebastian-Vero Beach, FL
0.0595344673232,Tuscaloosa, AL
0.0902260152976,Roanoke, VA
6.73049136685e-12,Indianapolis-Carmel-Anderson, IN
9.81740054187e-07,East Central New York nonmetropolitan area
0.326817869785,Bay City, MI
0.10410199592,Chattanooga, TN-GA
0.0595954245062,Odessa, TX
0.041671491727,Southeast Nebraska nonmetropolitan area
0.137552493195,Mankato-North Mankato, MN
2.70158968323e-13,Bridgeport-Stamford-Norwalk, CT
0.0223121511843,Washington Parish, Louisiana nonmetropolitan area
0.131141454581,Cheyenne, WY
9.40950428356e-07,Central New York nonmetropolitan area
0.0515743639204,Mansfield, OH
0.0863032224887,Danbury, CT
9.15849120152e-07,Southwest New York nonmetropolitan area
0.0596236768804,Richmond, VA
1.47941936056e-07,Tampa-St. Petersburg-Clearwater, FL
0.248047636077,Trenton, NJ
0.0828542168034,Chico, CA
1.51874355674e-07,Charlottesville, VA
0.0613852252012,Huntsville, AL
0.118623341506,Mobile, AL
0.142686151754,Kingston, NY
4.81243523832e-07,Hickory-Lenoir-Morganton, NC
7.95404594826e-07,Greenville, NC
0.380481098207,Omaha-Council Bluffs, NE-IA
0.0805464202351,Valdosta, GA
9.20072340284e-19,Warren-Troy-Farmington Hills, MI Metropolitan Division
0.0664859538809,Columbia, SC
0.0809511629065,Reno, NV
0.118288792176,Lansing-East Lansing, MI
0.100896237066,Corvallis, OR
3.13199223539e-07,Tacoma-Lakewood, WA Metropolitan Division
6.68963033998e-14,Los Angeles-Long Beach-Glendale, CA Metropolitan Division
0.112065377621,Muskegon, MI
5.27369959827e-10,Buffalo-Cheektowaga-Niagara Falls, NY
0.0330550387916,East Washington nonmetropolitan area
0.359131115344,Niles-Benton Harbor, MI
9.03560767358e-08,Birmingham-Hoover, AL
0.0340191440897,Central Washington nonmetropolitan area
0.169927099177,Muncie, IN
0.779425962518,Michigan City-La Porte, IN
0.0557033416331,Sierra Vista-Douglas, AZ
9.85961734541e-13,Taunton-Middleborough-Norton, MA NECTA Division
2.09897323432e-06,Salt Lake City, UT
0.195341541726,Kokomo, IN
0.0325449400913,Barnstable Town, MA
2.32730070617e-07,Spartanburg, SC
0.138833995213,Greeley, CO
0.150693525225,Lewiston, ID-WA
0.0992614290033,Colorado Springs, CO
0.0240066584697,Youngstown-Warren-Boardman, OH-PA
0.352184741155,Grand Island, NE
4.37607542616e-07,Visalia-Porterville, CA
0.0547809015205,Tyler, TX
1.19445435728e-17,New York-Newark-Jersey City, NY-NJ-PA
3.91524998661e-07,Jacksonville, NC
9.18965302423e-07,Pittsburgh, PA
0.168006307866,Portsmouth, NH-ME
0.284356620554,Bismarck, ND
0.0595185087908,Raleigh, NC
0.274778042161,Fargo, ND-MN
2.69795026117e-06,Elkhart-Goshen, IN
1.55150109152e-12,Palm Bay-Melbourne-Titusville, FL
0.275302988729,Florence-Muscle Shoals, AL
1.2929205356e-06,Salinas, CA
5.43838544752e-07,Leominster-Gardner, MA
4.80154557166e-13,Denver-Aurora-Lakewood, CO
0.073864792781,Charleston, WV
0.127334028027,Lynchburg, VA
9.33648646552e-12,Greenville-Anderson-Mauldin, SC
0.101554096323,Nassau County-Suffolk County, NY Metropolitan Division
0.0972587713491,Knoxville, TN
0.259345876233,Hot Springs, AR
1.60252768569e-12,Seattle-Tacoma-Bellevue, WA
6.41581584378e-14,Boston-Cambridge-Newton, MA NECTA Division
5.01852524939e-14,San Francisco-Redwood City-South San Francisco, CA Metropolitan Division
0.0999303214091,Lower Savannah South Carolina nonmetropolitan area
2.6597623902e-13,Miami-Fort Lauderdale-West Palm Beach, FL
1.50268642886e-06,Norwich-New London-Westerly, CT-RI
0.0708370563233,Columbia, MO
7.47688890412e-07,Cleveland-Elyria, OH
1.08496933499e-06,Green Bay, WI
0.0652467848008,Tallahassee, FL
0.398614109271,Lexington-Fayette, KY
9.87464808582e-08,Vallejo-Fairfield, CA
9.08703619083e-13,Orlando-Kissimmee-Sanford, FL
0.103499803155,Bloomington, IN
4.28229749155e-07,Minneapolis-St. Paul-Bloomington, MN-WI
0.104620569918,Anchorage, AK
0.146140890087,Yakima, WA
0.0600828033606,Louisville/Jefferson County, KY-IN
4.56479559797e-14,Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division
0.109827554726,Albuquerque, NM
6.68980084444e-14,San Jose-Sunnyvale-Santa Clara, CA
0.104887674616,Boise City, ID
0.0775984964376,Midland, MI
0.043848493094,Urban Honolulu, HI
3.31486409611e-07,Canton-Massillon, OH
9.21730554442e-07,Burlington-South Burlington, VT
0.0617188047983,Asheville, NC
1.57063996249e-13,Anaheim-Santa Ana-Irvine, CA Metropolitan Division
1.068548341e-11,Detroit-Warren-Dearborn, MI
0.03054018322,Danville, IL
3.34767916975e-07,Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
0.100873889413,Dayton, OH
1.44229491978e-06,Milwaukee-Waukesha-West Allis, WI
0.110492713267,Springfield, OH
0.173418684037,Victoria, TX
5.67380752713e-07,Grand Rapids-Wyoming, MI
0.0827853632422,Charleston-North Charleston, SC
0.201192209445,Glens Falls, NY
1.94169134174e-07,Mount Vernon-Anacortes, WA
0.0950933851115,Newark, NJ-PA Metropolitan Division
0.175376899542,Punta Gorda, FL
0.405617042635,Flint, MI
0.10841350727,State College, PA
0.158643010584,Hattiesburg, MS
2.43645127383e-12,Baltimore-Columbia-Towson, MD
0.105491700274,Johnstown, PA
0.099062973379,Bakersfield, CA
2.45034997853e-07,Lakeland-Winter Haven, FL
2.13310355196e-12,Lowell-Billerica-Chelmsford, MA-NH NECTA Division
0.0977012131757,El Paso, TX
4.44953442633e-07,Jacksonville, FL
6.20116371556e-13,New Orleans-Metairie, LA
0.287817122967,Kennewick-Richland, WA
0.100222495505,Warner Robins, GA
0.0947997263017,Beaumont-Port Arthur, TX
1.14362645088e-13,Los Angeles-Long Beach-Anaheim, CA
0.0798396907557,Framingham, MA NECTA Division
3.2675784859e-07,Montgomery County-Bucks County-Chester County, PA Metropolitan Division
3.11620148555e-07,Bend-Redmond, OR
0.10865283123,Memphis, TN-MS-AR
5.01607309995e-07,Dover-Durham, NH-ME
4.88245623928e-12,Bowling Green, KY
0.174499658044,Albany, OR
1.37685864171e-06,California-Lexington Park, MD
0.0477997543582,Boulder, CO
0.125047346035,Decatur, IL
3.46568974154e-13,Silver Spring-Frederick-Rockville, MD Metropolitan Division
0.165077104724,Saginaw, MI
0.09800184315,Tucson, AZ
2.14359503961e-07,Lafayette-West Lafayette, IN
0.157853997798,Baton Rouge, LA
3.36862167985e-18,Nashville-Davidson--Murfreesboro--Franklin, TN
9.23867593606e-07,Capital/Northern New York nonmetropolitan area
0.069002282545,Northwest Wyoming nonmetropolitan area
