mean,regionname
0.0574882008987,Lafayette, LA
1.08807198477e-06,Central New York nonmetropolitan area
0.13884441696,Savannah, GA
0.0448805730654,Santa Cruz-Watsonville, CA
5.28499194194e-07,Jacksonville, FL
0.12846938567,Jackson, TN
0.131418251187,Des Moines-West Des Moines, IA
1.04581427435e-07,Huntington-Ashland, WV-KY-OH
7.39942606784e-18,New York-Jersey City-White Plains, NY-NJ Metropolitan Division
0.146587066741,Syracuse, NY
0.182133198547,Brownsville-Harlingen, TX
1.30665948145e-11,Detroit-Warren-Dearborn, MI
0.0580096871706,Napa, CA
7.93450564189e-18,McAllen-Edinburg-Mission, TX
0.0919169733569,Pensacola-Ferry Pass-Brent, FL
0.11412080471,Davenport-Moline-Rock Island, IA-IL
3.78266693098e-13,Phoenix-Mesa-Scottsdale, AZ
0.195142967514,Terre Haute, IN
0.172134111351,Lewiston, ID-WA
0.174549770685,Idaho Falls, ID
3.14992685592e-13,Boston-Cambridge-Nashua, MA-NH
0.0240209050838,Great Falls, MT
3.58426458684e-13,San Francisco-Oakland-Hayward, CA
0.0516131825477,Urban Honolulu, HI
0.128398582555,Lower Savannah South Carolina nonmetropolitan area
0.0310274736719,Danville, IL
2.57213849538e-07,Chambersburg-Waynesboro, PA
0.0811300899469,Valdosta, GA
0.359041377595,Trenton, NJ
0.0391266066808,Northwest Washington nonmetropolitan area
0.173490410356,Yakima, WA
2.947668339e-07,Lakeland-Winter Haven, FL
0.188077459758,Philadelphia, PA Metropolitan Division
2.85353609072e-12,Lowell-Billerica-Chelmsford, MA-NH NECTA Division
0.347543108639,Rochester, MN
0.216080138459,Muncie, IN
2.61275673604e-07,Kingsport-Bristol-Bristol, TN-VA
2.4643189338e-13,Oxnard-Thousand Oaks-Ventura, CA
0.0287165649502,Washington Parish, Louisiana nonmetropolitan area
0.0771537196349,Tallahassee, FL
0.112204527103,Salisbury, MD-DE
6.17119236101e-07,Leominster-Gardner, MA
0.104623180972,Watertown-Fort Drum, NY
0.0729534997207,Asheville, NC
5.56715454597e-12,Bowling Green, KY
0.108202631501,Lebanon, PA
0.281684401392,Cumberland, MD-WV
1.56251000657,Gary, IN Metropolitan Division
0.195347934983,Columbus, OH
3.14032044852e-13,Miami-Fort Lauderdale-West Palm Beach, FL
0.173759646173,San Juan-Carolina-Caguas, PR
4.58395630766e-07,Jacksonville, NC
0.0553803396388,Southeast Minnesota nonmetropolitan area
6.00881600221e-14,San Francisco-Redwood City-South San Francisco, CA Metropolitan Division
0.14001513535,Springfield, OH
0.121346108587,Fresno, CA
0.343458852558,Topeka, KS
0.151192961881,Greeley, CO
1.05770324983e-12,Fayetteville-Springdale-Rogers, AR-MO
0.0890827095351,Sebastian-Vero Beach, FL
5.85981293617e-07,Hickory-Lenoir-Morganton, NC
0.17064457555,Kingston, NY
0.113863402837,Johnstown, PA
0.110155448021,Missoula, MT
0.149209150814,Mobile, AL
0.0489431414889,Southeast Coastal North Carolina nonmetropolitan area
0.183304081673,Duluth, MN-WI
0.105949806452,Tucson, AZ
1.08268360511e-07,Vallejo-Fairfield, CA
4.94006032044e-07,Visalia-Porterville, CA
0.145092529127,Lansing-East Lansing, MI
3.3359136796e-07,Fort Wayne, IN
3.45309415033e-07,Carson City, NV
8.41557628985e-14,Boston-Cambridge-Newton, MA NECTA Division
0.124694772538,Muskegon, MI
0.0462865200302,Southeast Kansas nonmetropolitan area
0.517371178298,Grand Forks, ND-MN
0.500152498755,Hammond, LA
0.345109960164,Kansas City, MO-KS
0.110672850005,Corpus Christi, TX
0.309887461453,Hot Springs, AR
7.94704051195e-14,San Jose-Sunnyvale-Santa Clara, CA
1.24171623817e-12,Taunton-Middleborough-Norton, MA NECTA Division
0.122491782091,Wichita Falls, TX
5.60710288611e-13,Denver-Aurora-Lakewood, CO
1.24895879319e-06,Green Bay, WI
0.121349293219,Albuquerque, NM
4.36465488364e-18,Nashville-Davidson--Murfreesboro--Franklin, TN
0.0846386424145,Columbia, MO
1.08893241644e-06,Burlington-South Burlington, VT
0.072327076208,Medford, OR
0.0940374208266,Nantucket Island and Martha's Vineyard nonmetropolitan area
9.1934069462e-07,Spokane-Spokane Valley, WA
0.627309870745,Gulfport-Biloxi-Pascagoula, MS
2.85469317388e-07,Spartanburg, SC
0.131560599698,El Centro, CA
0.0873943769865,Reno, NV
0.144137984401,Walla Walla, WA
0.178663919253,Albany, OR
0.331936185968,Wenatchee, WA
0.0747065195349,Flagstaff, AZ
3.05906253273e-13,Kahului-Wailuku-Lahaina, HI
0.138578553209,Myrtle Beach-Conway-North Myrtle Beach, SC-NC
0.0846625429638,Chico, CA
4.30518718999e-07,College Station-Bryan, TX
0.0771707903596,Richmond, VA
0.0943493185073,Fayetteville, NC
0.596324844052,Cape Girardeau, MO-IL
0.048619578619,Southeast Iowa nonmetropolitan area
5.13784263886e-13,West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division
0.34660388541,Scranton--Wilkes-Barre--Hazleton, PA
2.3463812371e-07,Houston-The Woodlands-Sugar Land, TX
1.1453658322e-06,Olympia-Tumwater, WA
5.49021200874e-07,Lewiston-Auburn, ME
0.12413955136,Upper Savannah South Carolina nonmetropolitan area
0.115386175909,Colorado Springs, CO
1.54957296777e-12,Seattle-Bellevue-Everett, WA Metropolitan Division
0.118899005838,Salem, OR
0.153775946082,Manchester, NH
0.0698262031186,Lincoln, NE
3.20180371145e-12,Charlotte-Concord-Gastonia, NC-SC
0.190373796162,Monroe, LA
0.409147993988,Lawrence, KS
4.3055376421e-07,Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
0.358783930951,Jefferson City, MO
9.11951962914e-07,Providence-Warwick, RI-MA
0.23130232575,Kokomo, IN
1.04065840261e-06,Southwest New York nonmetropolitan area
0.179362383763,Pueblo, CO
0.0689968436692,Mansfield, OH
0.713443924381,Clarksville, TN-KY
3.39251830638e-13,Bridgeport-Stamford-Norwalk, CT
0.0909737439377,Lubbock, TX
0.172361668395,Longview, WA
0.126721276209,Eugene, OR
0.0871606189894,Columbia, SC
0.330120701426,Kennewick-Richland, WA
0.0735703102926,Wilmington, NC
0.0702112931182,Louisville/Jefferson County, KY-IN
3.12368692039e-07,New Bedford, MA
0.301557467547,Florence, SC
0.126390023414,Warner Robins, GA
0.0549863251334,Boulder, CO
0.0831901318638,Wilmington, DE-MD-NJ Metropolitan Division
0.153037153177,Little Rock-North Little Rock-Conway, AR
0.045145535173,Southeast Mississippi nonmetropolitan area
0.101351728312,Tulsa, OK
0.449378266766,Omaha-Council Bluffs, NE-IA
9.62311149023e-07,Killeen-Temple, TX
3.46211540086e-13,Oakland-Hayward-Berkeley, CA Metropolitan Division
