mean,regionname
3.18627459933e-06,California-Lexington Park, MD
5.72612955734e-11,Greensboro-High Point, NC
7.78292254347e-14,San Francisco-Redwood City-South San Francisco, CA Metropolitan Division
0.371492296894,Hot Springs, AR
4.80446818282e-07,Hanford-Corcoran, CA
3.87493045303e-07,New Bedford, MA
0.257774468321,Columbus, OH
9.91517630384e-14,Los Angeles-Long Beach-Glendale, CA Metropolitan Division
0.371294846966,Panama City, FL
0.0943973212078,Tallahassee, FL
4.33042751752e-07,Carson City, NV
3.03789887032e-13,Oxnard-Thousand Oaks-Ventura, CA
6.5375464308e-14,Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division
0.175713386676,Lansing-East Lansing, MI
0.202358425159,Walla Walla, WA
0.580419247286,Lawrence, KS
0.060387049311,Southeast Oklahoma nonmetropolitan area
2.379977743e-12,Seattle-Tacoma-Bellevue, WA
5.15344993305e-07,Augusta-Richmond County, GA-SC
0.146000630222,Tucson, AZ
0.224407098597,Yuba City, CA
0.139468028134,Northeast Wyoming nonmetropolitan area
0.148216251284,Johnstown, PA
3.88208455259e-12,Baltimore-Columbia-Towson, MD
0.212654039041,Mobile, AL
0.539185488671,Grand Island, NE
7.49670903805e-07,Hickory-Lenoir-Morganton, NC
5.22423483242e-12,Albany-Schenectady-Troy, NY
0.102307422468,Chico, CA
8.3539592951e-07,Grand Rapids-Wyoming, MI
0.563194192856,Sumter, SC
0.0579518129738,Southeast Mississippi nonmetropolitan area
0.362571846971,Cumberland, MD-WV
0.0910796575073,Mansfield, OH
5.6747685818e-07,Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
0.154014887599,Corpus Christi, TX
6.31882127766e-07,College Station-Bryan, TX
0.0398037758782,Washington Parish, Louisiana nonmetropolitan area
0.123357332797,Jonesboro, AR
0.202806293612,San Juan-Carolina-Caguas, PR
0.233594852563,Philadelphia, PA Metropolitan Division
0.388228879548,Florence, SC
0.185071406678,Wichita, KS
0.156257169279,Boise City, ID
0.126490085889,New Haven, CT
0.152165061597,Albuquerque, NM
7.20499308044e-07,Lewiston-Auburn, ME
0.162833535674,Farmington, NM
0.116575177662,Wilmington, DE-MD-NJ Metropolitan Division
0.183546884581,Jackson, TN
0.422030578272,Rochester, MN
0.136228846033,Winston-Salem, NC
0.423728697294,Toledo, OH
1.33031556374e-06,Cleveland-Elyria, OH
0.289017456299,Portsmouth, NH-ME
0.217989089124,Greeley, CO
0.0775512348288,Sierra Vista-Douglas, AZ
0.132717758699,Ocala, FL
0.0388738444177,Danville, IL
0.0978529133154,Medford, OR
1.32240138548e-12,Fayetteville-Springdale-Rogers, AR-MO
0.089643944606,Southeast Alaska nonmetropolitan area
2.81711988633e-12,Brockton-Bridgewater-Easton, MA NECTA Division
0.159564055652,Cleveland, TN
0.162060664226,Durham-Chapel Hill, NC
0.16216506236,Wichita Falls, TX
4.30249510413e-14,Miami-Miami Beach-Kendall, FL Metropolitan Division
7.20525543669e-12,Bowling Green, KY
0.128977951444,Ann Arbor, MI
0.14397168862,Nassau County-Suffolk County, NY Metropolitan Division
0.429039399164,Fargo, ND-MN
0.173159452559,El Centro, CA
0.592796862542,Omaha-Council Bluffs, NE-IA
0.112716473474,Reno, NV
5.35435704853e-07,Montgomery County-Bucks County-Chester County, PA Metropolitan Division
1.49618284606e-18,Warren-Troy-Farmington Hills, MI Metropolitan Division
0.141804173222,Watertown-Fort Drum, NY
2.19558748862e-12,Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division
8.91266818874e-13,Sacramento--Roseville--Arden-Arcade, CA
0.129948652511,Redding, CA
0.134359150136,Fort Collins, CO
0.16724752718,Jackson, MS
0.147356453324,Colorado Springs, CO
3.89096247618e-07,Lakeland-Winter Haven, FL
0.215274822997,Mankato-North Mankato, MN
0.0482626521246,Central Washington nonmetropolitan area
0.151184250046,Salem, OR
1.36491937611e-06,Pittsburgh, PA
0.433672114872,Trenton, NJ
0.422926559001,Vineland-Bridgeton, NJ
0.450640864863,Scranton--Wilkes-Barre--Hazleton, PA
0.130370166208,Southwest Wyoming nonmetropolitan area
0.532249196411,Athens-Clarke County, GA
1.02411876858e-12,Crestview-Fort Walton Beach-Destin, FL
0.117941991612,Lubbock, TX
4.47730341825e-13,Oakland-Hayward-Berkeley, CA Metropolitan Division
0.179929320056,Ithaca, NY
1.08096775555,Clarksville, TN-KY
3.87074748309e-06,Elkhart-Goshen, IN
1.90447347202e-07,Central-Southeastern Wyoming nonmetropolitan area
2.83084871563e-07,Mount Vernon-Anacortes, WA
0.129487173304,Charleston-North Charleston, SC
0.425923049979,Kokomo, IN
7.73279459082e-10,Buffalo-Cheektowaga-Niagara Falls, NY
0.18971513226,Cincinnati, OH-KY-IN
1.77146817048e-11,Detroit-Warren-Dearborn, MI
0.285367970634,Baton Rouge, LA
0.205143982171,Longview, TX
0.126706039143,Tulsa, OK
1.18099223178,Michigan City-La Porte, IN
0.134618228386,Portland-South Portland, ME
0.740680137713,Cape Girardeau, MO-IL
2.84698954737e-13,Hilton Head Island-Bluffton-Beaufort, SC
5.14303845149e-12,Hartford-West Hartford-East Hartford, CT
1.64668035275e-06,Green Bay, WI
5.6351256489e-07,Canton-Massillon, OH
0.0718917568033,Gainesville, GA
0.156842009397,Bloomington, IN
4.06743240219e-07,Bend-Redmond, OR
0.214333052578,Yakima, WA
0.227432952963,Warner Robins, GA
0.130297513082,Midland, TX
0.151213087058,Fresno, CA
0.294337321059,South Central Kentucky nonmetropolitan area
0.069906609538,Southeast Iowa nonmetropolitan area
0.52601042534,Shreveport-Bossier City, LA
0.020055530181,Piedmont North Carolina nonmetropolitan area
0.106649426793,Valdosta, GA
4.05079658512e-13,Boston-Cambridge-Nashua, MA-NH
0.254808348441,Saginaw, MI
0.256184358509,Columbus, IN
4.5914404712e-13,San Francisco-Oakland-Hayward, CA
0.0327701313215,Great Falls, MT
8.98002475658e-18,Deltona-Daytona Beach-Ormond Beach, FL
0.105198601844,Northwest Wyoming nonmetropolitan area
0.418296394554,Binghamton, NY
0.307967992946,East Kentucky nonmetropolitan area
0.139961765662,Lebanon, PA
7.1856660704e-07,Dover-Durham, NH-ME
0.102863963022,Richmond, VA
0.120591199579,Framingham, MA NECTA Division
2.81928618761e-06,Kalamazoo-Portage, MI
6.3773824206e-07,Jacksonville, NC
0.163323649677,Beaumont-Port Arthur, TX
0.159344614497,Chattanooga, TN-GA
1.00385174999e-12,New Orleans-Metairie, LA
6.87253137589e-07,Jacksonville, FL
0.41451349418,Rochester, NY
0.0622262487824,Southeast Nebraska nonmetropolitan area
0.107844163854,Odessa, TX
2.06543412061e-07,Tampa-St. Petersburg-Clearwater, FL
0.335910870314,West Kentucky nonmetropolitan area
1.32669423418e-06,Austin-Round Rock, TX
0.262629990948,Hattiesburg, MS
0.348751197864,Burlington, NC
1.29263428378e-12,Orlando-Kissimmee-Sanford, FL
0.232524507893,Punta Gorda, FL
0.308302871693,Appleton, WI
2.29459570621e-06,Norwich-New London-Westerly, CT-RI
0.228184154769,Idaho Falls, ID
