mean,regionname
0.0305594704515,Youngstown-Warren-Boardman, OH-PA
0.16518417423,Longview, TX
0.385421402502,Rochester, MN
0.149246588511,Jackson, MI
1.89268838743e-11,Detroit-Warren-Dearborn, MI
0.133464577045,Winston-Salem, NC
0.123166562533,Missoula, MT
0.145366861433,Lebanon, PA
0.575945575547,Fort Worth-Arlington, TX Metropolitan Division
0.252524159067,Appleton, WI
2.85868500631e-07,Kingsport-Bristol-Bristol, TN-VA
1.65412334133e-06,Austin-Round Rock, TX
0.132622666268,Casper, WY
2.18098642734e-07,Mount Vernon-Anacortes, WA
0.247156504234,Punta Gorda, FL
0.221938648309,Glens Falls, NY
5.31667871355e-12,Albany-Schenectady-Troy, NY
1.14432504892e-06,Killeen-Temple, TX
0.208619660905,Pueblo, CO
0.165985495564,Fayetteville, NC
0.0649513893078,San Rafael, CA Metropolitan Division
0.114547532808,Charleston-North Charleston, SC
0.377909356841,Abilene, TX
4.40159518484e-13,Kahului-Wailuku-Lahaina, HI
0.115770805584,Tallahassee, FL
0.197988748008,Monroe, MI
2.80807054629e-13,San Luis Obispo-Paso Robles-Arroyo Grande, CA
4.57459899991e-13,Phoenix-Mesa-Scottsdale, AZ
0.131926485214,Johnstown, PA
1.13253101356e-12,New Orleans-Metairie, LA
0.135503219434,Anchorage, AK
6.75682646537e-07,Jacksonville, FL
0.391396975363,Binghamton, NY
1.31293787076e-06,Capital/Northern New York nonmetropolitan area
0.397539045426,Kennewick-Richland, WA
0.206424522083,Lynchburg, VA
0.0614787386177,Urban Honolulu, HI
0.20707216695,Albany, GA
6.10058229653e-12,Bowling Green, KY
0.205226803598,South Central Kentucky nonmetropolitan area
0.170778438079,Dayton, OH
0.382882875026,Scranton--Wilkes-Barre--Hazleton, PA
7.09235667711e-12,Lawrence-Methuen Town-Salem, MA-NH NECTA Division
0.136911936142,Nassau County-Suffolk County, NY Metropolitan Division
0.0414841658549,Southeast Missouri nonmetropolitan area
0.144131820191,Salem, OR
0.266280135299,Lake County-Kenosha County, IL-WI Metropolitan Division
4.08008246298e-12,Baltimore-Columbia-Towson, MD
0.228981584594,Eau Claire, WI
0.561760723474,Sumter, SC
0.0706213735892,Flagstaff, AZ
2.39220750533e-12,Anniston-Oxford-Jacksonville, AL
0.076460698111,Prescott, AZ
0.115313622316,Sebastian-Vero Beach, FL
0.166267973228,Springfield, MO
2.83068652025e-07,Charlottesville, VA
0.0857152249492,Farmington, NM
1.62736887311e-07,Parkersburg-Vienna, WV
0.137057411524,Tulsa, OK
7.08389067417e-07,Dover-Durham, NH-ME
0.181499912331,Mobile, AL
0.241384336382,Waterbury, CT
0.210338305556,East Kentucky nonmetropolitan area
0.112875424272,Lubbock, TX
0.517530271526,Grand Forks, ND-MN
0.190356278467,Savannah, GA
0.77565227824,Clarksville, TN-KY
0.309983462584,Baton Rouge, LA
2.71902471804e-06,Dallas-Fort Worth-Arlington, TX
1.37502506053e-06,Pittsburgh, PA
0.291057461162,Bay City, MI
0.172422484672,Springfield, IL
0.439763763746,Jefferson City, MO
0.286755259822,Central Kentucky nonmetropolitan area
4.87404120874e-13,San Francisco-Oakland-Hayward, CA
0.209226144382,Terre Haute, IN
0.0405498097398,East Washington nonmetropolitan area
1.02905945012e-12,Staunton-Waynesboro, VA
2.03903019748e-12,Brockton-Bridgewater-Easton, MA NECTA Division
5.44751680579e-07,Montgomery County-Bucks County-Chester County, PA Metropolitan Division
0.149491462853,Dalton, GA
0.0702873977247,Mansfield, OH
3.93853041639e-13,Oakland-Hayward-Berkeley, CA Metropolitan Division
0.119479202685,Modesto, CA
0.0418123285826,Northwest Washington nonmetropolitan area
0.142798569408,Cleveland, TN
1.22029895562e-06,Providence-Warwick, RI-MA
6.31847675144e-07,Lewiston-Auburn, ME
2.56101072153e-07,Lafayette-West Lafayette, IN
1.36834384979e-06,Ogden-Clearfield, UT
1.81948096227e-12,Chicago-Naperville-Elgin, IL-IN-WI
0.563515001526,Athens-Clarke County, GA
2.8448910322e-12,Washington-Arlington-Alexandria, DC-VA-MD-WV
1.26811452751e-17,New York-Jersey City-White Plains, NY-NJ Metropolitan Division
1.35616946039e-12,Fayetteville-Springdale-Rogers, AR-MO
0.100685064798,Columbia, SC
0.0657352669707,Ocean City, NJ
0.135859132101,Corpus Christi, TX
0.145297232398,Colorado Springs, CO
7.94711979903e-07,College Station-Bryan, TX
0.167151593466,Manchester, NH
0.135394016454,Roanoke, VA
6.38234011574e-07,Leominster-Gardner, MA
0.159426842399,State College, PA
0.360813126548,Burlington, NC
0.223162785404,Yuba City, CA
1.87930203858e-12,Dallas-Plano-Irving, TX Metropolitan Division
4.70721359661e-13,Bridgeport-Stamford-Norwalk, CT
0.218755935473,Rockford, IL
7.15624273114e-10,Buffalo-Cheektowaga-Niagara Falls, NY
0.176295082745,Cheyenne, WY
1.19585149966e-07,Central-Southeastern Wyoming nonmetropolitan area
0.248488542219,Muncie, IN
0.963585583484,Michigan City-La Porte, IN
1.10306304384e-06,Southwest New York nonmetropolitan area
9.46246852352e-08,San Diego-Carlsbad, CA
0.15640672072,Wichita, KS
4.89247404505e-07,Hanford-Corcoran, CA
0.316525411585,Hot Springs, AR
0.453147927611,Kansas City, MO-KS
0.732970817143,Gulfport-Biloxi-Pascagoula, MS
6.82858818014e-07,Hickory-Lenoir-Morganton, NC
0.134826653031,Jonesboro, AR
9.13716637621e-07,Evansville, IN-KY
0.159704779392,Greeley, CO
0.0973755635934,Valdosta, GA
0.240283260395,Columbus, IN
2.29631547007e-12,Virginia Beach-Norfolk-Newport News, VA-NC
9.47653305145e-07,Cape Coral-Fort Myers, FL
0.139936457999,Decatur, AL
0.190178143274,Longview, WA
0.209598728075,Elgin, IL Metropolitan Division
0.0684761210602,Southeast Minnesota nonmetropolitan area
0.182639796192,Durham-Chapel Hill, NC
0.117722717014,Nantucket Island and Martha's Vineyard nonmetropolitan area
1.15814647017e-06,East Central New York nonmetropolitan area
0.155210495163,Eugene, OR
0.167298478117,Muskegon, MI
0.149073644438,Auburn-Opelika, AL
0.340435532236,Fargo, ND-MN
0.0476773024793,Central Washington nonmetropolitan area
1.42477002852e-06,Olympia-Tumwater, WA
0.582679329855,Niles-Benton Harbor, MI
0.0602279035305,Santa Fe, NM
0.21406160116,Springfield, MA-CT
6.11858673792e-07,Haverhill-Newburyport-Amesbury Town, MA-NH NECTA Division
0.0767796799131,Lafayette, LA
0.122092478568,Davenport-Moline-Rock Island, IA-IL
1.10822842935e-17,Chicago-Naperville-Arlington Heights, IL Metropolitan Division
0.102841144929,Richmond, VA
3.10925161007e-06,Salt Lake City, UT
0.48345479925,Trenton, NJ
0.0979783992358,Chico, CA
0.213842524153,Kokomo, IN
0.156702713732,Myrtle Beach-Conway-North Myrtle Beach, SC-NC
0.113887090173,Fort Collins, CO
0.214793518613,Bloomington, IL
0.0789190464146,Reading, PA
1.21035398961e-06,Cleveland-Elyria, OH
0.171192276818,Lewiston, ID-WA
0.182705221856,Walla Walla, WA
0.152317750872,El Centro, CA
0.0252339981804,Great Falls, MT
1.63151768085e-18,Warren-Troy-Farmington Hills, MI Metropolitan Division
3.62920039983e-07,Stockton-Lodi, CA
0.460276839909,Grand Island, NE
1.30060925452e-12,Taunton-Middleborough-Norton, MA NECTA Division
0.210040964223,Rocky Mount, NC
0.242355202364,Portsmouth, NH-ME
4.91712006647e-07,Canton-Massillon, OH
0.14326625881,Framingham, MA NECTA Division
1.70853405239,Gary, IN Metropolitan Division
0.0731982947897,Napa, CA
3.05771825538e-07,Houston-The Woodlands-Sugar Land, TX
7.00252505967e-07,Daphne-Fairhope-Foley, AL
3.87798059371e-06,Elkhart-Goshen, IN
2.3620975749e-12,Palm Bay-Melbourne-Titusville, FL
0.151418641071,Champaign-Urbana, IL
3.29925322972e-06,Harrisburg-Carlisle, PA
0.186654030517,Dover, DE
1.56909178894e-11,Greenville-Anderson-Mauldin, SC
2.82548022485e-06,California-Lexington Park, MD
0.11796247558,Montgomery, AL
1.34533515006e-07,Birmingham-Hoover, AL
0.733996352802,Dutchess County-Putnam County, NY Metropolitan Division
2.94972764455e-08,Naples-Immokalee-Marco Island, FL
0.157158266261,Idaho Falls, ID
0.187904927523,Springfield, OH
0.0526896589307,Southeast Kansas nonmetropolitan area
2.43274162076e-12,Seattle-Tacoma-Bellevue, WA
0.245205728232,San Juan-Carolina-Caguas, PR
1.13984371329e-13,Boston-Cambridge-Newton, MA NECTA Division
0.0836508009363,Santa Rosa, CA
0.319266082025,Bellingham, WA
0.16641603996,Lower Savannah South Carolina nonmetropolitan area
0.574233323661,Lexington-Fayette, KY
2.622267999e-13,Hilton Head Island-Bluffton-Beaufort, SC
2.11648023119e-12,Seattle-Bellevue-Everett, WA Metropolitan Division
0.234873969734,Lancaster, PA
9.13182528725e-13,Lynn-Saugus-Marblehead, MA NECTA Division
5.62631879858e-11,Greensboro-High Point, NC
6.5425407367e-14,Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division
0.150815696369,El Paso, TX
8.80343961709e-13,Sacramento--Roseville--Arden-Arcade, CA
5.39729376685e-07,Jacksonville, NC
0.0896728847182,Erie, PA
0.37202451118,Panama City, FL
0.323684587058,Bismarck, ND
0.0279446157109,Danville, IL
2.15166227201e-06,Milwaukee-Waukesha-West Allis, WI
7.20610387119e-13,Denver-Aurora-Lakewood, CO
0.227650294088,Saginaw, MI
9.78999919347e-18,McAllen-Edinburg-Mission, TX
0.0835594312633,Alexandria, LA
0.0489261118642,Southeast Mississippi nonmetropolitan area
6.77188028394e-13,Silver Spring-Frederick-Rockville, MD Metropolitan Division
5.76390796349e-18,Nashville-Davidson--Murfreesboro--Franklin, TN
0.0706852650461,Northwest Wyoming nonmetropolitan area
0.167385704647,Syracuse, NY
1.31464089154e-12,Orlando-Kissimmee-Sanford, FL
3.00134931255e-07,New Bedford, MA
0.177508871974,Pittsfield, MA
0.0800222066307,Southeast Alaska nonmetropolitan area
1.13660268266e-07,Vallejo-Fairfield, CA
3.89894231845e-12,Lowell-Billerica-Chelmsford, MA-NH NECTA Division
2.90468972563e-12,Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division
0.0798806911753,Northeast Wyoming nonmetropolitan area
0.1388420385,Sebring, FL
2.21225500592e-13,Los Angeles-Long Beach-Anaheim, CA
0.0921392136535,Medford, OR
0.202907905741,Albany, OR
0.0429830278731,Southwest Washington nonmetropolitan area
0.377520438606,Lawrence, KS
0.0888565978478,Southwest Wyoming nonmetropolitan area
5.70864130394e-07,Grand Rapids-Wyoming, MI
7.87857033247e-13,Peabody-Salem-Beverly, MA NECTA Division
0.0407758139395,Barnstable Town, MA
0.0896358671716,Lincoln, NE
0.330243940822,Toledo, OH
0.173693645797,Kingston, NY
1.19281364404e-07,Santa Maria-Santa Barbara, CA
0.366613746384,Florence, SC
0.162665352089,Merced, CA
2.4721549763e-06,Kalamazoo-Portage, MI
0.107705787794,Huntsville, AL
0.174431290223,Cincinnati, OH-KY-IN
2.65784897392e-07,Chambersburg-Waynesboro, PA
2.96176238161e-07,Lakeland-Winter Haven, FL
0.0781995122581,Worcester, MA-CT
1.64125008092e-12,Portland-Vancouver-Hillsboro, OR-WA
0.150955295629,Fresno, CA
