mean,regionname
0.178054979179,Louisville/Jefferson County, KY-IN
1.64917209226,Clarksville, TN-KY
0.34977691388,Wichita, KS
0.381910005168,Ithaca, NY
0.361446158386,State College, PA
0.439450182939,Newark, NJ-PA Metropolitan Division
0.311409813924,Salisbury, MD-DE
0.269682476742,Lubbock, TX
0.33260073579,Roanoke, VA
0.268677076798,Tulsa, OK
0.293182712103,Fort Collins, CO
5.60986158694e-08,Naples-Immokalee-Marco Island, FL
1.46062854414e-06,Montgomery County-Bucks County-Chester County, PA Metropolitan Division
0.212658043536,Nantucket Island and Martha's Vineyard nonmetropolitan area
1.4712198944e-06,Dover-Durham, NH-ME
0.355667904767,Memphis, TN-MS-AR
2.71731854931e-07,Parkersburg-Vienna, WV
0.313095298245,Merced, CA
0.727263132947,Hot Springs, AR
0.315657511709,Elizabethtown-Fort Knox, KY
0.313583516155,Jackson, MS
0.365334806084,Nassau County-Suffolk County, NY Metropolitan Division
2.79340405413e-06,Olympia-Tumwater, WA
1.073307743e-12,San Francisco-Oakland-Hayward, CA
0.79353834766,Racine, WI
1.88697148257e-12,Sacramento--Roseville--Arden-Arcade, CA
1.2842239604e-06,Visalia-Porterville, CA
0.787990788023,Cumberland, MD-WV
0.370935620604,El Paso, TX
0.366159322896,Winston-Salem, NC
0.22644052775,Reno, NV
1.5505305203,Cape Girardeau, MO-IL
1.20889251238,Sumter, SC
0.320006092831,Ocala, FL
0.328639150775,Des Moines-West Des Moines, IA
0.282055937563,Anchorage, AK
4.04749581542e-11,Detroit-Warren-Dearborn, MI
1.7193402742e-09,Buffalo-Cheektowaga-Niagara Falls, NY
0.234783731852,Jonesboro, AR
0.0703587744322,Danville, IL
4.36070688364e-12,Dallas-Plano-Irving, TX Metropolitan Division
0.285847225518,Montgomery, AL
0.468823214179,Greeley, CO
0.525265539412,Hagerstown-Martinsburg, MD-WV
0.47741295747,Terre Haute, IN
0.304856969754,Lower Savannah South Carolina nonmetropolitan area
0.224596770133,Wilmington, NC
0.656683877157,Victoria, TX
5.64350607028e-12,Virginia Beach-Norfolk-Newport News, VA-NC
0.999886401292,Lawrence, KS
0.256326377859,Raleigh, NC
0.297373036962,Corvallis, OR
2.85269236892e-06,Cleveland-Elyria, OH
0.331979920748,Corpus Christi, TX
0.379597051329,Bloomington, IL
1.14488842372,Lexington-Fayette, KY
0.304918400729,Farmington, NM
0.338779418187,Muskegon, MI
1.64423790689e-12,Peabody-Salem-Beverly, MA NECTA Division
1.55804905417e-06,Haverhill-Newburyport-Amesbury Town, MA-NH NECTA Division
0.285934305688,Boise City, ID
6.21628677389e-12,Palm Bay-Melbourne-Titusville, FL
3.48802526335e-18,Warren-Troy-Farmington Hills, MI Metropolitan Division
0.211006979957,Southwest Wyoming nonmetropolitan area
7.9271122404e-07,Houston-The Woodlands-Sugar Land, TX
0.607061857196,Appleton, WI
0.209930227893,Chico, CA
2.91149329257e-06,Burlington-South Burlington, VT
3.15266251335e-07,North Port-Sarasota-Bradenton, FL
5.50868956726e-12,Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division
0.428332124671,Brunswick, GA
0.826983361175,Jefferson City, MO
7.32990259284e-07,Bend-Redmond, OR
0.113366211862,Southeast Missouri nonmetropolitan area
0.437361516255,Albany, OR
0.490974570702,Mobile, AL
0.377215369016,Cheyenne, WY
0.883560020078,Burlington, NC
0.612869084718,South Central Kentucky nonmetropolitan area
1.10688062217e-06,Augusta-Richmond County, GA-SC
0.246532549393,Tallahassee, FL
2.34101471323e-17,Deltona-Daytona Beach-Ormond Beach, FL
0.298985740021,Jackson, TN
0.60200522589,Waterbury, CT
0.87266212451,Toledo, OH
0.362279568199,Myrtle Beach-Conway-North Myrtle Beach, SC-NC
1.37410702128e-10,Greensboro-High Point, NC
0.327646997367,Albuquerque, NM
2.75676944541e-07,Huntington-Ashland, WV-KY-OH
1.06906673763e-17,Nashville-Davidson--Murfreesboro--Franklin, TN
