mean,regionname
0.0951060419876,Modesto, CA
3.33189739998e-06,York-Hanover, PA
0.0438172244436,Southeast Alabama nonmetropolitan area
9.57851415399e-13,Fayetteville-Springdale-Rogers, AR-MO
1.53568133983e-12,Washington-Arlington-Alexandria, DC-VA-MD-WV
1.20765422761e-11,Greenville-Anderson-Mauldin, SC
0.669349569554,Flint, MI
1.02534093119e-12,New Orleans-Metairie, LA
0.0875322396061,Huntsville, AL
0.0938524956743,Wilmington, DE-MD-NJ Metropolitan Division
5.45016404316e-07,Lewiston-Auburn, ME
0.13855826577,Rocky Mount, NC
0.141220508048,Upper Savannah South Carolina nonmetropolitan area
3.0548153782e-07,New Bedford, MA
0.118672449174,Knoxville, TN
0.0789180373718,Lincoln, NE
1.03426019562e-06,Austin-Round Rock, TX
0.144853846915,Syracuse, NY
3.16655761533e-07,Kingsport-Bristol-Bristol, TN-VA
0.0424206331159,Washington Parish, Louisiana nonmetropolitan area
0.357277395988,Cumberland, MD-WV
0.0994861145178,Odessa, TX
0.164133088647,Bloomington, IL
0.123501571953,Bakersfield, CA
0.0777580248968,Chico, CA
0.114749548893,Tulsa, OK
0.299659553415,Florence-Muscle Shoals, AL
1.20580284122e-07,Parkersburg-Vienna, WV
0.118008459863,Durham-Chapel Hill, NC
2.25129205622e-06,Norwich-New London-Westerly, CT-RI
6.42370892618e-14,San Jose-Sunnyvale-Santa Clara, CA
2.12634365554e-06,Kalamazoo-Portage, MI
0.123923046233,Las Cruces, NM
1.29042739182e-06,Green Bay, WI
0.223202252149,East Kentucky nonmetropolitan area
0.216373934768,Mobile, AL
2.92026206741e-12,Baltimore-Columbia-Towson, MD
2.83353143199e-13,Boston-Cambridge-Nashua, MA-NH
4.31213226418e-07,Montgomery County-Bucks County-Chester County, PA Metropolitan Division
1.18255051982e-06,East Central New York nonmetropolitan area
1.14033749214e-16,Allentown-Bethlehem-Easton, PA-NJ
1.87266424253e-08,Naples-Immokalee-Marco Island, FL
0.056913005865,Southeast Nebraska nonmetropolitan area
0.112308177094,Tucson, AZ
0.256200322636,Appleton, WI
0.0546689047859,Santa Rosa, CA
0.113796216616,Grants Pass, OR
0.331997217178,Panama City, FL
0.11724390657,Bloomington, IN
0.259579107747,Central Kentucky nonmetropolitan area
1.80952697144e-06,Milwaukee-Waukesha-West Allis, WI
0.210937382958,Eau Claire, WI
0.286945774152,Hot Springs, AR
0.178134246978,Lynchburg, VA
0.129170235329,Provo-Orem, UT
1.10410893168e-06,Capital/Northern New York nonmetropolitan area
0.0960976011294,Portland-South Portland, ME
0.86673554734,Michigan City-La Porte, IN
6.75652466868e-10,Buffalo-Cheektowaga-Niagara Falls, NY
0.135194186108,Corvallis, OR
0.209214495359,Lancaster, PA
0.117171230003,Charleston-North Charleston, SC
0.114068910958,Midland, TX
1.04436748448e-07,North Port-Sarasota-Bradenton, FL
0.36740516705,Abilene, TX
0.19735374657,Hagerstown-Martinsburg, MD-WV
0.410662082472,Topeka, KS
0.136737317316,Lower Savannah South Carolina nonmetropolitan area
3.06970547333e-07,Bend-Redmond, OR
1.02416309863e-06,Olympia-Tumwater, WA
0.0399581918918,San Rafael, CA Metropolitan Division
0.26517523132,Bellingham, WA
0.144888180385,Manchester, NH
0.333367477199,Kennewick-Richland, WA
0.308705517519,Vineland-Bridgeton, NJ
3.08156174375e-07,Lakeland-Winter Haven, FL
1.34450088253e-06,Ogden-Clearfield, UT
3.1362099431e-13,Kahului-Wailuku-Lahaina, HI
0.140111783814,Jackson, MS
0.0575090427307,Southeast Oklahoma nonmetropolitan area
0.109580646605,Watertown-Fort Drum, NY
0.0753540755589,Asheville, NC
1.669349475e-06,Dallas-Fort Worth-Arlington, TX
1.50469904505e-13,Anaheim-Santa Ana-Irvine, CA Metropolitan Division
2.06489598371,Gary, IN Metropolitan Division
0.0910673430817,Tuscaloosa, AL
0.0895994534794,Columbia, MO
0.0985391212991,Fayetteville, NC
0.124887109318,Jackson, MI
4.70942065079e-13,West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division
3.06662202541e-07,Chambersburg-Waynesboro, PA
0.097953220751,Madison, WI
0.133852013512,Elizabethtown-Fort Knox, KY
0.147736594336,Southwest Wyoming nonmetropolitan area
0.106461212904,Pensacola-Ferry Pass-Brent, FL
0.0507993705851,Southeast Alaska nonmetropolitan area
0.129605027646,Wichita Falls, TX
0.402759143739,Fort Worth-Arlington, TX Metropolitan Division
0.0701670190187,Medford, OR
0.205541536245,Lewiston, ID-WA
0.103450095557,Sebring, FL
0.106172545583,Fort Collins, CO
0.10249730673,Redding, CA
0.102580917786,Grand Junction, CO
2.41035519037e-06,Salt Lake City, UT
1.51235560835e-12,Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division
9.27683657598e-07,Spokane-Spokane Valley, WA
0.0552933275516,Sierra Vista-Douglas, AZ
0.155815215184,Cincinnati, OH-KY-IN
0.0984229927129,Nassau County-Suffolk County, NY Metropolitan Division
5.03682464266e-07,Minneapolis-St. Paul-Bloomington, MN-WI
3.70530606831e-07,Tacoma-Lakewood, WA Metropolitan Division
1.09225553614e-06,Central New York nonmetropolitan area
0.036187777177,Youngstown-Warren-Boardman, OH-PA
0.17299947012,Springfield, MA-CT
9.82589147314e-08,Vallejo-Fairfield, CA
8.441469982e-13,Riverside-San Bernardino-Ontario, CA
0.209422746037,Waterbury, CT
1.39177808733e-07,Huntington-Ashland, WV-KY-OH
0.314556386433,Binghamton, NY
0.164630929426,Albany, GA
1.01960554018e-13,Los Angeles-Long Beach-Anaheim, CA
0.137861993424,Nashua, NH-MA NECTA Division
0.330165953207,Rochester, NY
0.157102367676,Elgin, IL Metropolitan Division
2.84023772162e-12,Las Vegas-Henderson-Paradise, NV
0.170827391363,Decatur, AL
0.172637764914,Pittsfield, MA
0.169319724515,Lake County-Kenosha County, IL-WI Metropolitan Division
0.105709493304,Jonesboro, AR
5.90304428579e-07,Hickory-Lenoir-Morganton, NC
1.67287755373e-07,Tampa-St. Petersburg-Clearwater, FL
0.0896278415374,New Haven, CT
6.02530036238e-07,Haverhill-Newburyport-Amesbury Town, MA-NH NECTA Division
0.114636339366,Boise City, ID
0.158142691362,Wichita, KS
0.0711144705489,Louisville/Jefferson County, KY-IN
1.57059891946e-12,Seattle-Bellevue-Everett, WA Metropolitan Division
0.0459629571603,Southeast Coastal North Carolina nonmetropolitan area
0.271676329047,West Kentucky nonmetropolitan area
0.512544748761,Lexington-Fayette, KY
7.47724616822e-12,South Bend-Mishawaka, IN-MI
2.01121086259e-13,Oxnard-Thousand Oaks-Ventura, CA
3.16780742604e-07,Carson City, NV
0.137917490644,Memphis, TN-MS-AR
0.0526555996812,Southeast Kansas nonmetropolitan area
5.7597223836e-07,Jacksonville, NC
0.497373873761,Hammond, LA
3.98012491438e-11,Greensboro-High Point, NC
1.54697432701e-12,Lynn-Saugus-Marblehead, MA NECTA Division
0.0482658946525,Ocean City, NJ
0.154199360944,Springfield, OH
0.0535922290416,Southeast Idaho nonmetropolitan area
0.0900428635794,Fresno, CA
2.57995517396e-06,Harrisburg-Carlisle, PA
0.0339818636222,Santa Cruz-Watsonville, CA
1.2768491819e-12,Portland-Vancouver-Hillsboro, OR-WA
0.110994451184,Yuma, AZ
2.4590955086e-07,Houston-The Woodlands-Sugar Land, TX
0.169972746512,Kingston, NY
0.174795631971,Warner Robins, GA
