mean,regionname
0.251935649342,Watertown-Fort Drum, NY
4.11047343506e-06,Elkhart-Goshen, IN
0.169946384495,Raleigh, NC
1.83970176417e-07,Parkersburg-Vienna, WV
0.181687056232,Prescott, AZ
2.18142068337e-07,Huntington-Ashland, WV-KY-OH
1.20212772922e-12,Denver-Aurora-Lakewood, CO
0.284601079985,Yakima, WA
3.61321996507e-07,Charlottesville, VA
0.243077509792,Midland, TX
0.0878047451346,Southeast Idaho nonmetropolitan area
3.49506857297e-12,Seattle-Bellevue-Everett, WA Metropolitan Division
0.308131362693,Mobile, AL
0.21811576936,Missoula, MT
2.49699772167e-12,Taunton-Middleborough-Norton, MA NECTA Division
0.440441085348,South Central Kentucky nonmetropolitan area
0.0814526951084,Southeast Iowa nonmetropolitan area
0.112987299551,Gainesville, FL
0.272162415441,Waco, TX
-,Clarksville, TN-KY
3.03977995343e-06,Milwaukee-Waukesha-West Allis, WI
0.15313131508,Charleston-North Charleston, SC
0.423975791528,Yuba City, CA
0.318413812719,Knoxville, TN
7.80848278462e-11,Greensboro-High Point, NC
0.468338357021,Baton Rouge, LA
0.0514648590075,Washington Parish, Louisiana nonmetropolitan area
0.884868456984,Bay City, MI
0.278292699247,Muncie, IN
-,Cleveland, TN
1.09745389201e-06,Visalia-Porterville, CA
8.94343885907e-07,Lewiston-Auburn, ME
0.0787279551508,Southeast Nebraska nonmetropolitan area
9.91731425449e-13,San Francisco-Oakland-Hayward, CA
1.37859794303e-06,Grand Rapids-Wyoming, MI
4.38287598407e-07,Carbondale-Marion, IL
0.222961050995,Ann Arbor, MI
1.8130803171e-06,Providence-Warwick, RI-MA
5.98554018568e-07,Houston-The Woodlands-Sugar Land, TX
0.124832023446,Louisville/Jefferson County, KY-IN
0.0946506542782,Southeast Alabama nonmetropolitan area
0.252009535981,Fresno, CA
0.290604251899,Beaumont-Port Arthur, TX
0.256078301092,Chattanooga, TN-GA
0.209048698198,Madison, WI
8.70295987365e-13,Silver Spring-Frederick-Rockville, MD Metropolitan Division
0.399141584614,Albany, GA
0.169308529117,Southeast Alaska nonmetropolitan area
4.76776466953e-12,Lowell-Billerica-Chelmsford, MA-NH NECTA Division
0.313280906173,Bakersfield, CA
1.16716800893e-06,Leominster-Gardner, MA
0.780511377838,Grand Forks, ND-MN
2.63744594241e-07,Vallejo-Fairfield, CA
0.278283887421,Davenport-Moline-Rock Island, IA-IL
0.112314802346,Ocean City, NJ
9.96100428995e-07,Philadelphia-Camden-Wilmington, PA-NJ-DE-MD
0.264803625405,Corpus Christi, TX
0.142370563173,Southwest Wyoming nonmetropolitan area
2.39993705443e-06,Pittsburgh, PA
9.40321083279e-07,College Station-Bryan, TX
0.414986448665,Hattiesburg, MS
3.94047586104e-08,Naples-Immokalee-Marco Island, FL
0.417293681693,Philadelphia, PA Metropolitan Division
0.13484326818,Tyler, TX
0.103257894185,Gainesville, GA
0.117964296686,Asheville, NC
2.03365367918e-07,Central-Southeastern Wyoming nonmetropolitan area
0.424534950445,Punta Gorda, FL
0.335355929344,Cincinnati, OH-KY-IN
2.7101451276e-06,Salinas, CA
0.445557845741,Hot Springs, AR
2.19796602828e-06,Cleveland-Elyria, OH
1.76672274312e-11,Indianapolis-Carmel-Anderson, IN
0.300661627588,El Centro, CA
0.143660141739,Lincoln, NE
2.29489699696e-18,Warren-Troy-Farmington Hills, MI Metropolitan Division
5.6146187995e-12,Charlotte-Concord-Gastonia, NC-SC
0.243796012427,Casper, WY
4.74255385697e-13,Anaheim-Santa Ana-Irvine, CA Metropolitan Division
1.40170013942e-10,Detroit-Dearborn-Livonia, MI Metropolitan Division
0.336199066827,Elgin, IL Metropolitan Division
0.201160407252,Charleston, WV
0.484726370503,Victoria, TX
0.202647285602,Durham-Chapel Hill, NC
1.0461125495e-18,Atlanta-Sandy Springs-Roswell, GA
5.92151132856e-07,Lakeland-Winter Haven, FL
2.2332725297e-06,Green Bay, WI
0.267637941009,Salem, OR
3.18440251639e-12,Virginia Beach-Norfolk-Newport News, VA-NC
0.273355617879,Decatur, AL
9.17011399482e-12,Hartford-West Hartford-East Hartford, CT
